company_name,total_since_2011,total_since_2017,total_since_2022,total_since_2025,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,link
Tennessee Recovery & Monitoring,420000.0,230000.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,57500.0,45000.0,65000.0,45000.0,22500.0,85000.0,77500.0,0.0,0.0,0.0,0.0,0.0,
First Cash,415000.0,10000.0,0.0,0.0,45000.0,45000.0,65000.0,45000.0,45000.0,45000.0,160000.0,45000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Nside, Inc",415000.0,415000.0,415000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,85000.0,85000.0,85000.0,
"Volunteer Materials, Llc",415000.0,415000.0,415000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,85000.0,85000.0,85000.0,
"Rha Health Services Tn, Llc",412500.0,412500.0,412500.0,230000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,160000.0,230000.0,
Tennessee Healthy Alternatives Association,412500.0,412500.0,412500.0,135000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,122500.0,65000.0,135000.0,
Teach For America,412500.0,412500.0,200000.0,45000.0,32500.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,65000.0,45000.0,
Tennessee State Pipe Trades Association,412500.0,412500.0,212500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,45000.0,45000.0,77500.0,77500.0,45000.0,45000.0,45000.0,
Assn. Of Independent/Municipal Schools,410000.0,240000.0,150000.0,20000.0,45000.0,20000.0,20000.0,20000.0,32500.0,45000.0,32500.0,20000.0,10000.0,20000.0,20000.0,20000.0,20000.0,20000.0,90000.0,20000.0,20000.0,
Vitalsource,410000.0,410000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,85000.0,85000.0,85000.0,45000.0,45000.0,0.0,0.0,0.0,
"Nashville Soccer Holdings, Llc",407500.0,407500.0,167500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,45000.0,45000.0,45000.0,20000.0,32500.0,45000.0,45000.0,45000.0,
"Dement Construction Company, Llc",407500.0,407500.0,362500.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,22500.0,0.0,0.0,0.0,0.0,42500.0,160000.0,160000.0,
Teachers Insurance And Annuity Association (Tiaa),407500.0,362500.0,180000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,20000.0,10000.0,22500.0,85000.0,45000.0,45000.0,45000.0,45000.0,
"Norandal Usa, Inc.",407500.0,0.0,0.0,0.0,85000.0,85000.0,85000.0,85000.0,65000.0,65000.0,65000.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Pinnacle Partners Tennessee, Llc",407500.0,117500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290000.0,0.0,0.0,0.0,0.0,117500.0,0.0,0.0,0.0,0.0,0.0,
"Itt Educational Services, Inc.",407500.0,0.0,0.0,0.0,32500.0,52500.0,155000.0,52500.0,52500.0,20000.0,85000.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Lipscomb University,405000.0,337500.0,112500.0,20000.0,0.0,0.0,0.0,45000.0,22500.0,0.0,0.0,0.0,45000.0,45000.0,45000.0,45000.0,45000.0,52500.0,20000.0,20000.0,20000.0,
Argentum,405000.0,382500.0,280000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,45000.0,57500.0,0.0,0.0,0.0,65000.0,85000.0,85000.0,45000.0,
National Marine Manufacturers Assn.,405000.0,405000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,102500.0,260000.0,0.0,0.0,0.0,0.0,
Navient,405000.0,270000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,0.0,0.0,0.0,
Tennesseans For Alternatives To The Death Penalty,402500.0,282500.0,80000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,65000.0,65000.0,32500.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,
"Dexcom, Inc.",402500.0,402500.0,320000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,20000.0,32500.0,85000.0,85000.0,65000.0,85000.0,
Flexible Finance Association,402500.0,307500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,85000.0,85000.0,85000.0,85000.0,52500.0,0.0,0.0,0.0,0.0,0.0,
"Life Science Logistics, Llc",402500.0,402500.0,372500.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,90000.0,112500.0,85000.0,85000.0,
"Nicusa, Tn Division",400000.0,22500.0,0.0,0.0,45000.0,20000.0,32500.0,45000.0,65000.0,85000.0,85000.0,65000.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tn Society For Respiratory Care,400000.0,110000.0,0.0,0.0,45000.0,45000.0,32500.0,57500.0,45000.0,45000.0,45000.0,65000.0,32500.0,45000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mid-South Carpenters Regional Council,397500.0,67500.0,0.0,0.0,0.0,0.0,65000.0,65000.0,45000.0,45000.0,45000.0,65000.0,45000.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
American Insurance Association,397500.0,77500.0,0.0,0.0,85000.0,85000.0,45000.0,45000.0,65000.0,77500.0,22500.0,65000.0,45000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
The Pew Charitable Trusts,395000.0,182500.0,70000.0,10000.0,0.0,0.0,160000.0,52500.0,0.0,0.0,0.0,0.0,22500.0,90000.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,10000.0,
"Charter Communications Operating, Llc",395000.0,395000.0,395000.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,160000.0,160000.0,
Metropolitan Life Insurance Company,395000.0,330000.0,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,45000.0,45000.0,0.0,52500.0,52500.0,10000.0,85000.0,85000.0,0.0,0.0,
Apple Inc.,395000.0,365000.0,280000.0,85000.0,0.0,0.0,0.0,0.0,0.0,20000.0,10000.0,0.0,0.0,0.0,20000.0,20000.0,45000.0,45000.0,85000.0,65000.0,85000.0,
Tn Occupational Therapy Assn.,395000.0,250000.0,92500.0,20000.0,32500.0,20000.0,32500.0,32500.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,65000.0,20000.0,32500.0,32500.0,20000.0,20000.0,20000.0,
"Ncci, Inc.",392500.0,40000.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,240000.0,20000.0,32500.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Wyndham Worldwide Corporation,392500.0,0.0,0.0,0.0,65000.0,65000.0,85000.0,85000.0,85000.0,85000.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"American Engineers, Inc.",392500.0,297500.0,85000.0,0.0,0.0,45000.0,45000.0,20000.0,10000.0,20000.0,0.0,0.0,0.0,0.0,42500.0,85000.0,85000.0,85000.0,0.0,0.0,0.0,
Autism Speaks,390000.0,162500.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,52500.0,65000.0,65000.0,85000.0,45000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ghertner & Company,390000.0,390000.0,280000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,45000.0,85000.0,85000.0,65000.0,45000.0,
"Kronos, Inc",390000.0,157500.0,0.0,0.0,0.0,22500.0,20000.0,45000.0,32500.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,22500.0,0.0,0.0,0.0,0.0,0.0,
Delta T Corporation Dba Big Ass Solutions,390000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aetna,387500.0,90000.0,0.0,0.0,32500.0,20000.0,32500.0,45000.0,45000.0,65000.0,45000.0,65000.0,45000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Family Action Of Tn, Inc.",387500.0,242500.0,72500.0,0.0,20000.0,20000.0,20000.0,20000.0,32500.0,20000.0,20000.0,32500.0,52500.0,20000.0,45000.0,32500.0,20000.0,32500.0,20000.0,20000.0,0.0,
Psi Probation,387500.0,52500.0,0.0,0.0,85000.0,10000.0,10000.0,65000.0,65000.0,65000.0,65000.0,65000.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Memphis Pathology Laboratory Dba American Esoteric Laboratories,387500.0,100000.0,0.0,0.0,0.0,0.0,0.0,52500.0,85000.0,52500.0,45000.0,52500.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,
"Fusion Capital Management, Llc",385000.0,385000.0,385000.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,160000.0,160000.0,
Tennessee Association For Behavior Analysis,385000.0,280000.0,167500.0,32500.0,0.0,0.0,0.0,0.0,45000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,32500.0,45000.0,45000.0,45000.0,32500.0,
"Potter South East, Llc",385000.0,352500.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,0.0,0.0,0.0,65000.0,85000.0,85000.0,85000.0,32500.0,0.0,0.0,0.0,0.0,
American College Of Obstetricians And Gynecologists,385000.0,385000.0,187500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,45000.0,65000.0,45000.0,65000.0,45000.0,45000.0,32500.0,
Trane Technologies Company Llc,382500.0,382500.0,372500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,150000.0,85000.0,85000.0,52500.0,
"Amedisys, Inc.",382500.0,265000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117500.0,85000.0,45000.0,45000.0,45000.0,45000.0,0.0,0.0,0.0,0.0,
"Publix Super Markets, Inc.",380000.0,230000.0,80000.0,20000.0,0.0,0.0,0.0,0.0,85000.0,32500.0,0.0,32500.0,45000.0,45000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,
Perimeter Properties Llc,377500.0,287500.0,215000.0,85000.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,20000.0,52500.0,32500.0,45000.0,85000.0,
Imagine Learning Llc,377500.0,377500.0,377500.0,122500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,85000.0,85000.0,122500.0,
"615Gp, Llc",377500.0,377500.0,355000.0,122500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,45000.0,65000.0,122500.0,122500.0,
Tennessee State Electrical Workers Association,377500.0,332500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,65000.0,85000.0,85000.0,65000.0,32500.0,0.0,0.0,0.0,0.0,
Tennessee Manufacturers Association,377500.0,292500.0,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,45000.0,20000.0,45000.0,32500.0,32500.0,20000.0,32500.0,52500.0,45000.0,32500.0,0.0,
Microvote General Corporation,375000.0,375000.0,195000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,52500.0,20000.0,85000.0,85000.0,45000.0,32500.0,32500.0,
American Property Casualty Insurance Association,375000.0,375000.0,220000.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,65000.0,45000.0,65000.0,45000.0,45000.0,65000.0,
"Youscience, Llc",375000.0,352500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,85000.0,85000.0,85000.0,45000.0,52500.0,0.0,0.0,0.0,0.0,
Concordance,372500.0,372500.0,292500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,122500.0,85000.0,85000.0,0.0,
"Htc Global Services, Inc",372500.0,372500.0,372500.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,85000.0,85000.0,160000.0,
"Blake Enterprises, Llc",372500.0,0.0,0.0,0.0,20000.0,20000.0,85000.0,45000.0,45000.0,70000.0,85000.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tn Sprinkler Contractors Association,370000.0,237500.0,137500.0,32500.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,32500.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,65000.0,20000.0,20000.0,32500.0,
Greater Nashville Hospitality Association,370000.0,370000.0,370000.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,85000.0,135000.0,65000.0,
"Aviagen, Inc.",370000.0,370000.0,227500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,90000.0,32500.0,45000.0,65000.0,65000.0,52500.0,
"Tennessee Recovery Coalition, Inc.",367500.0,367500.0,295000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,32500.0,0.0,0.0,90000.0,45000.0,160000.0,0.0,
Armoured One Llc,365000.0,365000.0,365000.0,280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,280000.0,
Tennessee Fire Service Legislative Coalition,365000.0,365000.0,187500.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,45000.0,32500.0,45000.0,32500.0,45000.0,32500.0,45000.0,65000.0,
Tech901,365000.0,365000.0,320000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,65000.0,85000.0,85000.0,85000.0,
Tn Chapter Of Children'S Advocacy Centers,365000.0,342500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,45000.0,45000.0,252500.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tennessee Council Of Juvenile & Family Court Judges,365000.0,365000.0,220000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,85000.0,
Carvana,362500.0,362500.0,340000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,85000.0,85000.0,85000.0,85000.0,
John L. Nau Iii,362500.0,362500.0,255000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,85000.0,85000.0,85000.0,85000.0,0.0,
Metropolitan Knoxville Airport Authority,362500.0,362500.0,205000.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,70000.0,
"Charles Blalock And Sons, Inc.",362500.0,362500.0,362500.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,160000.0,160000.0,
League Of Women Voters Of Tn,362500.0,242500.0,142500.0,45000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,32500.0,45000.0,45000.0,
Commerce Bank,362500.0,362500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,230000.0,52500.0,0.0,0.0,0.0,0.0,0.0,
"Crawford, Murphy & Tilly, Inc.",360000.0,360000.0,180000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,
Nashville Business Coalition,360000.0,360000.0,307500.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,20000.0,52500.0,85000.0,85000.0,85000.0,
"Nami Tn, Inc.",360000.0,242500.0,142500.0,57500.0,45000.0,32500.0,65000.0,32500.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,45000.0,57500.0,
"Avion Solutions, Inc.",360000.0,90000.0,0.0,0.0,0.0,32500.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tennessee Automatic Merchandisers Association,360000.0,202500.0,142500.0,32500.0,302500.0,45000.0,45000.0,22500.0,45000.0,45000.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,32500.0,45000.0,32500.0,32500.0,
"Uscc Services, Llc",357500.0,357500.0,157500.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,65000.0,45000.0,45000.0,45000.0,45000.0,22500.0,
"Tn Railroads, Inc.",357500.0,0.0,0.0,0.0,85000.0,85000.0,122500.0,85000.0,85000.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Children'S Advocacy Centers Of Tennessee,357500.0,357500.0,292500.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,32500.0,65000.0,57500.0,85000.0,85000.0,
Ellucian,357500.0,357500.0,335000.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,85000.0,122500.0,85000.0,42500.0,
Tn Academy Of Nutrition And Dietetics,357500.0,325000.0,167500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,52500.0,32500.0,20000.0,20000.0,32500.0,45000.0,45000.0,45000.0,32500.0,
"Swisher International, Inc.",357500.0,67500.0,0.0,0.0,45000.0,45000.0,65000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Lexmark International, Inc.",355000.0,322500.0,85000.0,0.0,0.0,0.0,0.0,0.0,22500.0,10000.0,0.0,0.0,0.0,42500.0,85000.0,57500.0,52500.0,65000.0,0.0,20000.0,0.0,
Southern Pharmacy Cooperative,355000.0,135000.0,0.0,0.0,0.0,0.0,32500.0,32500.0,20000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,
Broadway Entertainment Association,355000.0,355000.0,355000.0,122500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,65000.0,122500.0,122500.0,
Beverage Association Of Tennessee,355000.0,355000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112500.0,167500.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,
Memphis City Center Revenue Finance Corporation,355000.0,355000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,110000.0,85000.0,0.0,0.0,0.0,0.0,0.0,
Covenant Health,352500.0,352500.0,352500.0,122500.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,85000.0,122500.0,122500.0,
Excel in Ed,352500.0,212500.0,112500.0,52500.0,0.0,0.0,0.0,0.0,10000.0,20000.0,90000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,52500.0,
Tennessee Network Of Security Integrators Formerly Tennessee Electronic Security Assoc.,350000.0,350000.0,180000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,85000.0,45000.0,45000.0,45000.0,45000.0,
Ductile Iron Pipe Research Association,347500.0,307500.0,190000.0,52500.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,0.0,0.0,0.0,32500.0,20000.0,65000.0,32500.0,20000.0,85000.0,52500.0,
Think Tennessee,347500.0,347500.0,222500.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,52500.0,32500.0,52500.0,52500.0,52500.0,65000.0,
Appraisal Institute - Tennessee Chapter,347500.0,215000.0,65000.0,0.0,20000.0,32500.0,20000.0,20000.0,20000.0,20000.0,20000.0,32500.0,32500.0,32500.0,32500.0,20000.0,32500.0,32500.0,32500.0,0.0,0.0,
Health Management Associates,347500.0,0.0,0.0,0.0,0.0,0.0,42500.0,122500.0,160000.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Beretta U.S.A. Corp.,347500.0,262500.0,162500.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,90000.0,52500.0,0.0,
"Unite Usa Inc (""Unite Us"")",347500.0,347500.0,347500.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97500.0,42500.0,122500.0,85000.0,
National Guard Association of Tennesssee Insurance Trust,345000.0,225000.0,125000.0,32500.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,52500.0,32500.0,
Advantage Capital,345000.0,345000.0,260000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,65000.0,65000.0,85000.0,45000.0,
"Easy Auto Credit, Inc.",345000.0,345000.0,260000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,85000.0,85000.0,45000.0,45000.0,
"Energy Systems Group, Llc",342500.0,342500.0,220000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122500.0,65000.0,45000.0,65000.0,45000.0,
City Of Sevierville,340000.0,105000.0,0.0,0.0,32500.0,32500.0,32500.0,32500.0,32500.0,32500.0,52500.0,52500.0,52500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tc Energy,340000.0,340000.0,340000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,85000.0,85000.0,85000.0,
Dupont,340000.0,0.0,0.0,0.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Walgreen Co.,340000.0,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Belz Investco Gp,337500.0,205000.0,80000.0,20000.0,32500.0,32500.0,20000.0,20000.0,20000.0,20000.0,20000.0,32500.0,20000.0,45000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,
"Mecum Auction, Inc.",337500.0,337500.0,260000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,32500.0,45000.0,85000.0,85000.0,45000.0,
"Wolf River Harbor Holdings, Llc",337500.0,337500.0,220000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,52500.0,65000.0,65000.0,45000.0,45000.0,
Facebook Inc.,335000.0,335000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,85000.0,122500.0,42500.0,0.0,0.0,0.0,0.0,
Cavnue Llc,335000.0,335000.0,335000.0,260000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,260000.0,
Tn Athletic Trainers Society,332500.0,212500.0,112500.0,52500.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,52500.0,
American Promotional Events- Tnt Fireworks,332500.0,197500.0,105000.0,20000.0,10000.0,0.0,0.0,0.0,75000.0,20000.0,20000.0,20000.0,0.0,0.0,52500.0,20000.0,20000.0,32500.0,32500.0,20000.0,20000.0,
"Molina Healthcare, Inc.",332500.0,332500.0,130000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,85000.0,65000.0,0.0,0.0,45000.0,85000.0,
Big Brothers Big Sisters,332500.0,255000.0,187500.0,45000.0,32500.0,45000.0,45000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,0.0,45000.0,32500.0,65000.0,45000.0,45000.0,
Acorn Health Of Tennessee Llc,332500.0,332500.0,287500.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,22500.0,52500.0,52500.0,160000.0,
New Era Farms Llc,332500.0,300000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,45000.0,65000.0,22500.0,32500.0,45000.0,45000.0,45000.0,0.0,0.0,
The Washington Center,332500.0,322500.0,180000.0,45000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,
Oasis Legal Finance,332500.0,0.0,0.0,0.0,0.0,0.0,90000.0,32500.0,85000.0,85000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tennessee Association For Marriage And Family Therapy,332500.0,312500.0,175000.0,65000.0,0.0,32500.0,20000.0,0.0,0.0,0.0,0.0,0.0,32500.0,20000.0,20000.0,32500.0,32500.0,45000.0,20000.0,45000.0,65000.0,
Human Rights Campaign,332500.0,300000.0,150000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,0.0,20000.0,20000.0,20000.0,90000.0,90000.0,20000.0,20000.0,20000.0,
Emergent Biosolutions,332500.0,332500.0,170000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,65000.0,32500.0,65000.0,32500.0,52500.0,20000.0,
Tennessee Justice Center,332500.0,242500.0,80000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,20000.0,57500.0,32500.0,20000.0,32500.0,20000.0,20000.0,20000.0,20000.0,
