company_name,filing_period_raw,filing_period_display,end_year,lobbyist_compensation,lobbying_related_expenses,total
Csx Transportation,2016-07-01-2016-12-31,Jul–Dec 2016,2016,75000.0,5000.0,80000.0
Csx Transportation,2016-01-01-2016-06-30,Jan–Jun 2016,2016,75000.0,5000.0,80000.0
Csx Transportation,2015-07-01-2015-12-31,Jul–Dec 2015,2015,175000.0,5000.0,180000.0
Csx Transportation,2015-01-01-2015-06-30,Jan–Jun 2015,2015,175000.0,5000.0,180000.0
Csx Transportation,2014-07-01-2014-12-31,Jul–Dec 2014,2014,125000.0,5000.0,130000.0
Csx Transportation,2014-01-01-2014-06-30,Jan–Jun 2014,2014,125000.0,5000.0,130000.0
Csx Transportation,2013-07-01-2013-12-31,Jul–Dec 2013,2013,175000.0,5000.0,180000.0
Csx Transportation,2013-01-01-2013-06-30,Jan–Jun 2013,2013,125000.0,5000.0,130000.0
Csx Transportation,2012-07-01-2012-12-31,Jul–Dec 2012,2012,125000.0,5000.0,130000.0
Csx Transportation,2012-01-01-2012-06-30,Jan–Jun 2012,2012,175000.0,5000.0,180000.0
Csx Transportation,2011-04-01-2011-12-31,Apr–Dec 2011,2011,175000.0,5000.0,180000.0
Csx Transportation,2010-10-01-2011-03-31,Oct–Mar 2011,2011,75000.0,5000.0,80000.0
"Ctechnology, Inc.",2010-10-01-2011-03-31,Oct–Mar 2011,2011,5000.0,5000.0,10000.0
Ctia - The Wireless Association,2023-01-01-2023-06-30,Jan–Jun 2023,2023,5000.0,5000.0,10000.0
Ctia - The Wireless Association,2022-07-01-2022-12-31,Jul–Dec 2022,2022,5000.0,5000.0,10000.0
Ctia - The Wireless Association,2022-01-01-2022-06-30,Jan–Jun 2022,2022,5000.0,5000.0,10000.0
Ctia - The Wireless Association,2021-07-01-2021-12-31,Jul–Dec 2021,2021,5000.0,5000.0,10000.0
Ctia - The Wireless Association,2019-07-01-2019-12-31,Jul–Dec 2019,2019,5000.0,5000.0,10000.0
Ctia - The Wireless Association,2019-01-01-2019-06-30,Jan–Jun 2019,2019,5000.0,5000.0,10000.0
Ctia - The Wireless Association,2018-07-01-2018-12-31,Jul–Dec 2018,2018,5000.0,5000.0,10000.0
Ctia - The Wireless Association,2018-01-01-2018-06-30,Jan–Jun 2018,2018,5000.0,17500.0,22500.0
Ctia - The Wireless Association,2017-07-01-2017-12-31,Jul–Dec 2017,2017,5000.0,5000.0,10000.0
Ctia - The Wireless Association,2017-01-01-2017-06-30,Jan–Jun 2017,2017,5000.0,5000.0,10000.0
Cultivate Tennessee,2023-07-01-2023-12-31,Jul–Dec 2023,2023,17500.0,17500.0,35000.0
Cultivate Tennessee,2023-01-01-2023-06-30,Jan–Jun 2023,2023,37500.0,5000.0,42500.0
Cultivate Tennessee,2022-07-01-2022-12-31,Jul–Dec 2022,2022,17500.0,5000.0,22500.0
Cultivate Tennessee,2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
Cumberland Area Development Corp.,2024-07-01-2024-12-31,Jul–Dec 2024,2024,5000.0,5000.0,10000.0
Cumberland Area Development Corp.,2024-01-01-2024-06-30,Jan–Jun 2024,2024,5000.0,5000.0,10000.0
Cumberland Area Development Corp.,2023-07-01-2023-12-31,Jul–Dec 2023,2023,17500.0,5000.0,22500.0
Cumberland Area Development Corp.,2023-01-01-2023-06-30,Jan–Jun 2023,2023,17500.0,5000.0,22500.0
Cumberland Area Development Corp.,2022-07-01-2022-12-31,Jul–Dec 2022,2022,17500.0,5000.0,22500.0
Cumberland Area Development Corp.,2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
Cumberland Area Development Corp.,2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
Cumberland Area Development Corp.,2021-01-01-2021-06-30,Jan–Jun 2021,2021,17500.0,5000.0,22500.0
"Cumberland Cliffs, Llc",2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
"Cumberland Cliffs, Llc",2021-01-01-2021-06-30,Jan–Jun 2021,2021,5000.0,5000.0,10000.0
"Cumberland Cliffs, Llc",2020-07-01-2020-12-31,Jul–Dec 2020,2020,37500.0,5000.0,42500.0
"Cumberland Cliffs, Llc",2020-01-01-2020-06-30,Jan–Jun 2020,2020,37500.0,125000.0,162500.0
"Cumberland Cliffs, Llc",2019-07-01-2019-12-31,Jul–Dec 2019,2019,37500.0,5000.0,42500.0
"Cumberland Cliffs, Llc",2019-01-01-2019-06-30,Jan–Jun 2019,2019,37500.0,5000.0,42500.0
Cumberland Hospitality Group,2022-07-01-2022-12-31,Jul–Dec 2022,2022,5000.0,5000.0,10000.0
Cumberland Hospitality Group,2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
Cumberland Pharmaceuticals,2020-07-01-2020-12-31,Jul–Dec 2020,2020,5000.0,5000.0,10000.0
Cumberland Pharmaceuticals,2020-01-01-2020-06-30,Jan–Jun 2020,2020,5000.0,5000.0,10000.0
Cumberland University,2020-07-01-2020-12-31,Jul–Dec 2020,2020,5000.0,5000.0,10000.0
Cumberland University,2020-01-01-2020-06-30,Jan–Jun 2020,2020,17500.0,5000.0,22500.0
Cumberlandmountainpreservationcoalition,2018-07-01-2018-12-31,Jul–Dec 2018,2018,5000.0,5000.0,10000.0
Cumberlandmountainpreservationcoalition,2018-01-01-2018-06-30,Jan–Jun 2018,2018,5000.0,5000.0,10000.0
Cumberlandmountainpreservationcoalition,2017-07-01-2017-12-31,Jul–Dec 2017,2017,5000.0,5000.0,10000.0
Cumberlandmountainpreservationcoalition,2017-01-01-2017-06-30,Jan–Jun 2017,2017,17500.0,5000.0,22500.0
Cumberlandmountainpreservationcoalition,2016-07-01-2016-12-31,Jul–Dec 2016,2016,5000.0,5000.0,10000.0
Cummins Inc,2025-07-01-2025-12-31,Jul–Dec 2025,2025,5000.0,5000.0,10000.0
Cummins Inc,2025-01-01-2025-06-30,Jan–Jun 2025,2025,5000.0,5000.0,10000.0
Cummins Inc,2024-07-01-2024-12-31,Jul–Dec 2024,2024,5000.0,5000.0,10000.0
Cummins Inc,2024-01-01-2024-06-30,Jan–Jun 2024,2024,5000.0,5000.0,10000.0
Cummins Inc,2023-07-01-2023-12-31,Jul–Dec 2023,2023,5000.0,5000.0,10000.0
Cummins Inc,2023-01-01-2023-06-30,Jan–Jun 2023,2023,5000.0,5000.0,10000.0
Cummins Inc,2022-07-01-2022-12-31,Jul–Dec 2022,2022,5000.0,5000.0,10000.0
Cummins Inc,2022-01-01-2022-06-30,Jan–Jun 2022,2022,5000.0,5000.0,10000.0
Cummins Inc,2021-07-01-2021-12-31,Jul–Dec 2021,2021,5000.0,5000.0,10000.0
"Curriculum Advantage, Inc.",2014-07-01-2014-12-31,Jul–Dec 2014,2014,5000.0,5000.0,10000.0
"Curriculum Advantage, Inc.",2014-01-01-2014-06-30,Jan–Jun 2014,2014,17500.0,5000.0,22500.0
"Curriculum Associates, Llc",2025-07-01-2025-12-31,Jul–Dec 2025,2025,37500.0,5000.0,42500.0
"Curriculum Associates, Llc",2025-01-01-2025-06-30,Jan–Jun 2025,2025,37500.0,5000.0,42500.0
"Curriculum Associates, Llc",2024-07-01-2024-12-31,Jul–Dec 2024,2024,37500.0,5000.0,42500.0
"Curriculum Associates, Llc",2024-01-01-2024-06-30,Jan–Jun 2024,2024,37500.0,5000.0,42500.0
"Curriculum Associates, Llc",2023-07-01-2023-12-31,Jul–Dec 2023,2023,37500.0,5000.0,42500.0
"Curriculum Associates, Llc",2023-01-01-2023-06-30,Jan–Jun 2023,2023,37500.0,5000.0,42500.0
"Curriculum Associates, Llc",2022-07-01-2022-12-31,Jul–Dec 2022,2022,17500.0,5000.0,22500.0
"Curriculum Associates, Llc",2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
"Curriculum Associates, Llc",2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
"Curriculum Associates, Llc",2021-01-01-2021-06-30,Jan–Jun 2021,2021,17500.0,5000.0,22500.0
"Curriculum Associates, Llc",2020-07-01-2020-12-31,Jul–Dec 2020,2020,17500.0,5000.0,22500.0
"Curriculum Associates, Llc",2020-01-01-2020-06-30,Jan–Jun 2020,2020,17500.0,5000.0,22500.0
"Curriculum Associates, Llc",2019-07-01-2019-12-31,Jul–Dec 2019,2019,17500.0,5000.0,22500.0
"Curriculum Associates, Llc",2019-01-01-2019-06-30,Jan–Jun 2019,2019,37500.0,5000.0,42500.0
"Curriculum Associates, Llc",2018-07-01-2018-12-31,Jul–Dec 2018,2018,17500.0,5000.0,22500.0
"Curriculum Associates, Llc",2018-01-01-2018-06-30,Jan–Jun 2018,2018,17500.0,5000.0,22500.0
"Curriculum Associates, Llc",2017-07-01-2017-12-31,Jul–Dec 2017,2017,17500.0,5000.0,22500.0
"Curriculum Associates, Llc",2017-01-01-2017-06-30,Jan–Jun 2017,2017,5000.0,5000.0,10000.0
"Curriculum Associates, Llc",2015-07-01-2015-12-31,Jul–Dec 2015,2015,5000.0,5000.0,10000.0
"Curriculum Associates, Llc",2015-01-01-2015-06-30,Jan–Jun 2015,2015,5000.0,5000.0,10000.0
Cvs Health,2025-07-01-2025-12-31,Jul–Dec 2025,2025,75000.0,5000.0,80000.0
Cvs Health,2025-01-01-2025-06-30,Jan–Jun 2025,2025,37500.0,5000.0,42500.0
Cvs Health,2024-07-01-2024-12-31,Jul–Dec 2024,2024,37500.0,5000.0,42500.0
Cvs Health,2024-01-01-2024-06-30,Jan–Jun 2024,2024,75000.0,5000.0,80000.0
Cvs Health,2023-07-01-2023-12-31,Jul–Dec 2023,2023,37500.0,5000.0,42500.0
Cvs Health,2023-01-01-2023-06-30,Jan–Jun 2023,2023,37500.0,5000.0,42500.0
Cvs Health,2022-07-01-2022-12-31,Jul–Dec 2022,2022,37500.0,5000.0,42500.0
Cvs Health,2022-01-01-2022-06-30,Jan–Jun 2022,2022,75000.0,5000.0,80000.0
Cvs Health,2021-07-01-2021-12-31,Jul–Dec 2021,2021,75000.0,5000.0,80000.0
Cvs Health,2021-01-01-2021-06-30,Jan–Jun 2021,2021,75000.0,5000.0,80000.0
Cvs Health,2020-07-01-2020-12-31,Jul–Dec 2020,2020,75000.0,5000.0,80000.0
Cvs Health,2020-01-01-2020-06-30,Jan–Jun 2020,2020,37500.0,5000.0,42500.0
Cvs Health,2019-07-01-2019-12-31,Jul–Dec 2019,2019,37500.0,5000.0,42500.0
Cvs Health,2019-01-01-2019-06-30,Jan–Jun 2019,2019,37500.0,5000.0,42500.0
Cvs Health,2018-07-01-2018-12-31,Jul–Dec 2018,2018,37500.0,5000.0,42500.0
Cvs Health,2018-01-01-2018-06-30,Jan–Jun 2018,2018,37500.0,5000.0,42500.0
Cvs Health,2017-07-01-2017-12-31,Jul–Dec 2017,2017,37500.0,5000.0,42500.0
Cvs Health,2017-01-01-2017-06-30,Jan–Jun 2017,2017,37500.0,5000.0,42500.0
Cvs Health,2016-07-01-2016-12-31,Jul–Dec 2016,2016,37500.0,5000.0,42500.0
Cvs Health,2016-01-01-2016-06-30,Jan–Jun 2016,2016,37500.0,5000.0,42500.0
Cvs Health,2015-07-01-2015-12-31,Jul–Dec 2015,2015,37500.0,5000.0,42500.0
Cvs Health,2015-01-01-2015-06-30,Jan–Jun 2015,2015,37500.0,5000.0,42500.0
Cvs Health,2014-07-01-2014-12-31,Jul–Dec 2014,2014,37500.0,5000.0,42500.0
Cvs Health,2014-01-01-2014-06-30,Jan–Jun 2014,2014,37500.0,5000.0,42500.0
D&S Residential Services Lp,2020-07-01-2020-12-31,Jul–Dec 2020,2020,37500.0,5000.0,42500.0
D&S Residential Services Lp,2020-01-01-2020-06-30,Jan–Jun 2020,2020,75000.0,5000.0,80000.0
D&S Residential Services Lp,2019-07-01-2019-12-31,Jul–Dec 2019,2019,75000.0,5000.0,80000.0
D&S Residential Services Lp,2019-01-01-2019-06-30,Jan–Jun 2019,2019,75000.0,5000.0,80000.0
D&S Residential Services Lp,2018-07-01-2018-12-31,Jul–Dec 2018,2018,37500.0,5000.0,42500.0
D&S Residential Services Lp,2018-01-01-2018-06-30,Jan–Jun 2018,2018,37500.0,5000.0,42500.0
D&S Residential Services Lp,2017-01-01-2017-06-30,Jan–Jun 2017,2017,37500.0,5000.0,42500.0
D&S Residential Services Lp,2016-07-01-2016-12-31,Jul–Dec 2016,2016,37500.0,5000.0,42500.0
D&S Residential Services Lp,2016-01-01-2016-06-30,Jan–Jun 2016,2016,37500.0,5000.0,42500.0
D&S Residential Services Lp,2015-07-01-2015-12-31,Jul–Dec 2015,2015,17500.0,5000.0,22500.0
D&S Residential Services Lp,2015-01-01-2015-06-30,Jan–Jun 2015,2015,17500.0,5000.0,22500.0
D&S Residential Services Lp,2014-07-01-2014-12-31,Jul–Dec 2014,2014,17500.0,5000.0,22500.0
D&S Residential Services Lp,2014-01-01-2014-06-30,Jan–Jun 2014,2014,17500.0,5000.0,22500.0
D&S Residential Services Lp,2013-07-01-2013-12-31,Jul–Dec 2013,2013,17500.0,5000.0,22500.0
D&S Residential Services Lp,2013-01-01-2013-06-30,Jan–Jun 2013,2013,17500.0,5000.0,22500.0
D&S Residential Services Lp,2012-07-01-2012-12-31,Jul–Dec 2012,2012,5000.0,5000.0,10000.0
D&S Residential Services Lp,2011-04-01-2011-12-31,Apr–Dec 2011,2011,17500.0,5000.0,22500.0
D&S Residential Services Lp,2010-10-01-2011-03-31,Oct–Mar 2011,2011,17500.0,5000.0,22500.0
"D/B/A Jewish Federations Of Chattanooga, Knoxville, Memphis, Nashville",2025-07-01-2025-12-31,Jul–Dec 2025,2025,17500.0,5000.0,22500.0
"D/B/A Jewish Federations Of Chattanooga, Knoxville, Memphis, Nashville",2025-01-01-2025-06-30,Jan–Jun 2025,2025,17500.0,5000.0,22500.0
"D/B/A Jewish Federations Of Chattanooga, Knoxville, Memphis, Nashville",2024-07-01-2024-12-31,Jul–Dec 2024,2024,17500.0,5000.0,22500.0
"D/B/A Jewish Federations Of Chattanooga, Knoxville, Memphis, Nashville",2024-01-01-2024-06-30,Jan–Jun 2024,2024,17500.0,5000.0,22500.0
"D/B/A Jewish Federations Of Chattanooga, Knoxville, Memphis, Nashville",2023-07-01-2023-12-31,Jul–Dec 2023,2023,17500.0,5000.0,22500.0
"D/B/A Jewish Federations Of Chattanooga, Knoxville, Memphis, Nashville",2023-01-01-2023-06-30,Jan–Jun 2023,2023,17500.0,5000.0,22500.0
"D/B/A Jewish Federations Of Chattanooga, Knoxville, Memphis, Nashville",2022-07-01-2022-12-31,Jul–Dec 2022,2022,5000.0,5000.0,10000.0
"D/B/A Jewish Federations Of Chattanooga, Knoxville, Memphis, Nashville",2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
"D/B/A Jewish Federations Of Chattanooga, Knoxville, Memphis, Nashville",2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
"Daiichi-Sankyo, Inc.",2013-07-01-2013-12-31,Jul–Dec 2013,2013,5000.0,5000.0,10000.0
"Daiichi-Sankyo, Inc.",2013-01-01-2013-06-30,Jan–Jun 2013,2013,17500.0,5000.0,22500.0
"Daiichi-Sankyo, Inc.",2012-07-01-2012-12-31,Jul–Dec 2012,2012,17500.0,5000.0,22500.0
"Daiichi-Sankyo, Inc.",2012-01-01-2012-06-30,Jan–Jun 2012,2012,37500.0,17500.0,55000.0
"Daiichi-Sankyo, Inc.",2011-04-01-2011-12-31,Apr–Dec 2011,2011,37500.0,5000.0,42500.0
"Daiichi-Sankyo, Inc.",2010-10-01-2011-03-31,Oct–Mar 2011,2011,17500.0,5000.0,22500.0
Dan Mcewen,2023-07-01-2023-12-31,Jul–Dec 2023,2023,125000.0,5000.0,130000.0
Dan Mcewen,2023-01-01-2023-06-30,Jan–Jun 2023,2023,75000.0,75000.0,150000.0
Danaher Diagnostics,2025-07-01-2025-12-31,Jul–Dec 2025,2025,5000.0,5000.0,10000.0
Danaher Diagnostics,2025-01-01-2025-06-30,Jan–Jun 2025,2025,5000.0,5000.0,10000.0
Dancing Bear Operations Company Llc,2015-07-01-2015-12-31,Jul–Dec 2015,2015,5000.0,5000.0,10000.0
Dancing Bear Operations Company Llc,2015-01-01-2015-06-30,Jan–Jun 2015,2015,37500.0,5000.0,42500.0
Dancing Bear Operations Company Llc,2014-07-01-2014-12-31,Jul–Dec 2014,2014,5000.0,5000.0,10000.0
Daniel Hogan,2011-04-01-2011-12-31,Apr–Dec 2011,2011,5000.0,5000.0,10000.0
Daniel Hogan,2010-10-01-2011-03-31,Oct–Mar 2011,2011,5000.0,5000.0,10000.0
"Daon, Inc.",2011-04-01-2011-12-31,Apr–Dec 2011,2011,17500.0,5000.0,22500.0
"Daon, Inc.",2010-10-01-2011-03-31,Oct–Mar 2011,2011,5000.0,5000.0,10000.0
"Darden, Inc.",2015-01-01-2015-06-30,Jan–Jun 2015,2015,5000.0,5000.0,10000.0
"Darden, Inc.",2014-07-01-2014-12-31,Jul–Dec 2014,2014,17500.0,17500.0,35000.0
Data Recognition Corporation,2019-07-01-2019-12-31,Jul–Dec 2019,2019,5000.0,5000.0,10000.0
Data Recognition Corporation,2019-01-01-2019-06-30,Jan–Jun 2019,2019,5000.0,5000.0,10000.0
Data Recognition Corporation,2016-07-01-2016-12-31,Jul–Dec 2016,2016,5000.0,5000.0,10000.0
Data Recognition Corporation,2016-01-01-2016-06-30,Jan–Jun 2016,2016,5000.0,5000.0,10000.0
Datavant C/O Multistate Associates Llc,2024-07-01-2024-12-31,Jul–Dec 2024,2024,5000.0,5000.0,10000.0
Datavant C/O Multistate Associates Llc,2024-01-01-2024-06-30,Jan–Jun 2024,2024,17500.0,5000.0,22500.0
Datavant C/O Multistate Associates Llc,2023-07-01-2023-12-31,Jul–Dec 2023,2023,17500.0,5000.0,22500.0
"Dave & Buster'S, Inc.",2015-07-01-2015-12-31,Jul–Dec 2015,2015,5000.0,5000.0,10000.0
"Dave & Buster'S, Inc.",2015-01-01-2015-06-30,Jan–Jun 2015,2015,17500.0,5000.0,22500.0
Davidson County Emergency Communications District,2023-07-01-2023-12-31,Jul–Dec 2023,2023,37500.0,5000.0,42500.0
Davidson County Emergency Communications District,2023-01-01-2023-06-30,Jan–Jun 2023,2023,37500.0,5000.0,42500.0
Davidson County Emergency Communications District,2022-07-01-2022-12-31,Jul–Dec 2022,2022,37500.0,5000.0,42500.0
Davidson County Emergency Communications District,2022-01-01-2022-06-30,Jan–Jun 2022,2022,37500.0,5000.0,42500.0
Davidson County Emergency Communications District,2021-07-01-2021-12-31,Jul–Dec 2021,2021,37500.0,5000.0,42500.0
Davidson County Emergency Communications District,2021-01-01-2021-06-30,Jan–Jun 2021,2021,37500.0,5000.0,42500.0
Davidson County Emergency Communications District,2020-07-01-2020-12-31,Jul–Dec 2020,2020,17500.0,5000.0,22500.0
Davita Inc.,2025-07-01-2025-12-31,Jul–Dec 2025,2025,37500.0,5000.0,42500.0
Davita Inc.,2025-01-01-2025-06-30,Jan–Jun 2025,2025,37500.0,5000.0,42500.0
Davita Inc.,2024-07-01-2024-12-31,Jul–Dec 2024,2024,37500.0,5000.0,42500.0
Davita Inc.,2024-01-01-2024-06-30,Jan–Jun 2024,2024,37500.0,5000.0,42500.0
Davita Inc.,2023-07-01-2023-12-31,Jul–Dec 2023,2023,37500.0,5000.0,42500.0
Davita Inc.,2023-01-01-2023-06-30,Jan–Jun 2023,2023,37500.0,5000.0,42500.0
Davita Inc.,2022-07-01-2022-12-31,Jul–Dec 2022,2022,37500.0,5000.0,42500.0
Davita Inc.,2022-01-01-2022-06-30,Jan–Jun 2022,2022,5000.0,5000.0,10000.0
Davita Inc.,2021-07-01-2021-12-31,Jul–Dec 2021,2021,5000.0,5000.0,10000.0
Davita Inc.,2021-01-01-2021-06-30,Jan–Jun 2021,2021,37500.0,5000.0,42500.0
Davita Inc.,2020-07-01-2020-12-31,Jul–Dec 2020,2020,37500.0,5000.0,42500.0
Davita Inc.,2020-01-01-2020-06-30,Jan–Jun 2020,2020,37500.0,5000.0,42500.0
Davita Inc.,2019-07-01-2019-12-31,Jul–Dec 2019,2019,37500.0,5000.0,42500.0
Davita Inc.,2019-01-01-2019-06-30,Jan–Jun 2019,2019,37500.0,5000.0,42500.0
Davita Inc.,2018-07-01-2018-12-31,Jul–Dec 2018,2018,37500.0,5000.0,42500.0
Davita Inc.,2018-01-01-2018-06-30,Jan–Jun 2018,2018,37500.0,5000.0,42500.0
Davita Inc.,2017-07-01-2017-12-31,Jul–Dec 2017,2017,37500.0,5000.0,42500.0
Davita Inc.,2017-01-01-2017-06-30,Jan–Jun 2017,2017,37500.0,5000.0,42500.0
Davita Inc.,2016-07-01-2016-12-31,Jul–Dec 2016,2016,37500.0,5000.0,42500.0
Davita Inc.,2010-10-01-2011-03-31,Oct–Mar 2011,2011,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2025-07-01-2025-12-31,Jul–Dec 2025,2025,17500.0,5000.0,22500.0
Dci Donor Services Dba Tn Donor Services,2025-01-01-2025-06-30,Jan–Jun 2025,2025,37500.0,5000.0,42500.0
Dci Donor Services Dba Tn Donor Services,2024-07-01-2024-12-31,Jul–Dec 2024,2024,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2024-01-01-2024-06-30,Jan–Jun 2024,2024,37500.0,5000.0,42500.0
Dci Donor Services Dba Tn Donor Services,2023-07-01-2023-12-31,Jul–Dec 2023,2023,17500.0,5000.0,22500.0
Dci Donor Services Dba Tn Donor Services,2023-01-01-2023-06-30,Jan–Jun 2023,2023,5000.0,75000.0,80000.0
Dci Donor Services Dba Tn Donor Services,2022-07-01-2022-12-31,Jul–Dec 2022,2022,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2022-01-01-2022-06-30,Jan–Jun 2022,2022,37500.0,5000.0,42500.0
Dci Donor Services Dba Tn Donor Services,2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
Dci Donor Services Dba Tn Donor Services,2021-01-01-2021-06-30,Jan–Jun 2021,2021,17500.0,5000.0,22500.0
Dci Donor Services Dba Tn Donor Services,2020-07-01-2020-12-31,Jul–Dec 2020,2020,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2020-01-01-2020-06-30,Jan–Jun 2020,2020,17500.0,5000.0,22500.0
Dci Donor Services Dba Tn Donor Services,2019-07-01-2019-12-31,Jul–Dec 2019,2019,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2019-01-01-2019-06-30,Jan–Jun 2019,2019,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2018-07-01-2018-12-31,Jul–Dec 2018,2018,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2018-01-01-2018-06-30,Jan–Jun 2018,2018,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2017-07-01-2017-12-31,Jul–Dec 2017,2017,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2017-01-01-2017-06-30,Jan–Jun 2017,2017,75000.0,5000.0,80000.0
Dci Donor Services Dba Tn Donor Services,2016-07-01-2016-12-31,Jul–Dec 2016,2016,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2016-01-01-2016-06-30,Jan–Jun 2016,2016,75000.0,5000.0,80000.0
Dci Donor Services Dba Tn Donor Services,2015-07-01-2015-12-31,Jul–Dec 2015,2015,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2015-01-01-2015-06-30,Jan–Jun 2015,2015,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2014-07-01-2014-12-31,Jul–Dec 2014,2014,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2014-01-01-2014-06-30,Jan–Jun 2014,2014,5000.0,5000.0,10000.0
Dci Donor Services Dba Tn Donor Services,2010-10-01-2011-03-31,Oct–Mar 2011,2011,5000.0,5000.0,10000.0
"Dci Group Az, L.L.C. On Behalf Of Altria Client Services Llc",2018-07-01-2018-12-31,Jul–Dec 2018,2018,5000.0,5000.0,10000.0
"Dci Group Az, L.L.C. On Behalf Of Altria Client Services Llc",2018-01-01-2018-06-30,Jan–Jun 2018,2018,17500.0,5000.0,22500.0
Dea Corporation,2016-07-01-2016-12-31,Jul–Dec 2016,2016,17500.0,5000.0,22500.0
Dea Corporation,2016-01-01-2016-06-30,Jan–Jun 2016,2016,17500.0,5000.0,22500.0
Dea Corporation,2015-07-01-2015-12-31,Jul–Dec 2015,2015,17500.0,5000.0,22500.0
Dea Corporation,2015-01-01-2015-06-30,Jan–Jun 2015,2015,17500.0,5000.0,22500.0
Dea Corporation,2014-07-01-2014-12-31,Jul–Dec 2014,2014,17500.0,5000.0,22500.0
Dea Corporation,2014-01-01-2014-06-30,Jan–Jun 2014,2014,17500.0,5000.0,22500.0
Dea Corporation,2013-07-01-2013-12-31,Jul–Dec 2013,2013,5000.0,5000.0,10000.0
Dea Corporation,2013-01-01-2013-06-30,Jan–Jun 2013,2013,17500.0,5000.0,22500.0
Dea Corporation,2012-07-01-2012-12-31,Jul–Dec 2012,2012,17500.0,5000.0,22500.0
Dea Corporation,2012-01-01-2012-06-30,Jan–Jun 2012,2012,17500.0,5000.0,22500.0
Dea Corporation,2011-04-01-2011-12-31,Apr–Dec 2011,2011,17500.0,5000.0,22500.0
Dea Corporation,2010-10-01-2011-03-31,Oct–Mar 2011,2011,17500.0,5000.0,22500.0
Deere & Company,2025-07-01-2025-12-31,Jul–Dec 2025,2025,17500.0,5000.0,22500.0
Deere & Company,2025-01-01-2025-06-30,Jan–Jun 2025,2025,17500.0,5000.0,22500.0
Deere & Company,2024-07-01-2024-12-31,Jul–Dec 2024,2024,17500.0,5000.0,22500.0
Deere & Company,2024-01-01-2024-06-30,Jan–Jun 2024,2024,17500.0,5000.0,22500.0
Deere & Company,2023-07-01-2023-12-31,Jul–Dec 2023,2023,17500.0,5000.0,22500.0
Deere & Company,2023-01-01-2023-06-30,Jan–Jun 2023,2023,17500.0,5000.0,22500.0
Deere & Company,2022-07-01-2022-12-31,Jul–Dec 2022,2022,17500.0,5000.0,22500.0
Deere & Company,2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
Deere & Company,2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
Deere & Company,2021-01-01-2021-06-30,Jan–Jun 2021,2021,17500.0,5000.0,22500.0
Deere & Company,2020-07-01-2020-12-31,Jul–Dec 2020,2020,17500.0,5000.0,22500.0
Deere & Company,2020-01-01-2020-06-30,Jan–Jun 2020,2020,5000.0,5000.0,10000.0
Deere & Company,2019-07-01-2019-12-31,Jul–Dec 2019,2019,17500.0,5000.0,22500.0
Deere & Company,2019-01-01-2019-06-30,Jan–Jun 2019,2019,5000.0,5000.0,10000.0
Deere & Company,2018-07-01-2018-12-31,Jul–Dec 2018,2018,17500.0,5000.0,22500.0
Deere & Company,2018-01-01-2018-06-30,Jan–Jun 2018,2018,17500.0,5000.0,22500.0
Deere & Company,2017-07-01-2017-12-31,Jul–Dec 2017,2017,5000.0,5000.0,10000.0
Deere & Company,2017-01-01-2017-06-30,Jan–Jun 2017,2017,17500.0,5000.0,22500.0
Deere & Company,2016-07-01-2016-12-31,Jul–Dec 2016,2016,17500.0,5000.0,22500.0
Deere & Company,2016-01-01-2016-06-30,Jan–Jun 2016,2016,17500.0,5000.0,22500.0
Deere & Company,2015-07-01-2015-12-31,Jul–Dec 2015,2015,17500.0,5000.0,22500.0
