company_name,filing_period_raw,filing_period_display,end_year,lobbyist_compensation,lobbying_related_expenses,total
International Business Machines Corporation (Ibm),2021-01-01-2021-06-30,Jan–Jun 2021,2021,37500.0,5000.0,42500.0
International Business Machines Corporation (Ibm),2016-07-01-2016-12-31,Jul–Dec 2016,2016,5000.0,5000.0,10000.0
International Business Machines Corporation (Ibm),2016-01-01-2016-06-30,Jan–Jun 2016,2016,17500.0,5000.0,22500.0
International Business Machines Corporation (Ibm),2013-07-01-2013-12-31,Jul–Dec 2013,2013,17500.0,5000.0,22500.0
International Business Machines Corporation (Ibm),2013-01-01-2013-06-30,Jan–Jun 2013,2013,17500.0,5000.0,22500.0
International Business Machines Corporation (Ibm),2012-07-01-2012-12-31,Jul–Dec 2012,2012,17500.0,5000.0,22500.0
International Business Machines Corporation (Ibm),2012-01-01-2012-06-30,Jan–Jun 2012,2012,17500.0,5000.0,22500.0
International Business Machines Corporation (Ibm),2011-04-01-2011-12-31,Apr–Dec 2011,2011,37500.0,5000.0,42500.0
International Business Machines Corporation (Ibm),2010-10-01-2011-03-31,Oct–Mar 2011,2011,17500.0,5000.0,22500.0
International Justice Mission,2022-07-01-2022-12-31,Jul–Dec 2022,2022,17500.0,5000.0,22500.0
International Paper,2025-07-01-2025-12-31,Jul–Dec 2025,2025,17500.0,5000.0,22500.0
International Paper,2025-01-01-2025-06-30,Jan–Jun 2025,2025,17500.0,5000.0,22500.0
International Paper,2024-07-01-2024-12-31,Jul–Dec 2024,2024,17500.0,5000.0,22500.0
International Paper,2024-01-01-2024-06-30,Jan–Jun 2024,2024,17500.0,5000.0,22500.0
International Paper,2023-07-01-2023-12-31,Jul–Dec 2023,2023,17500.0,5000.0,22500.0
International Paper,2023-01-01-2023-06-30,Jan–Jun 2023,2023,17500.0,5000.0,22500.0
International Paper,2022-07-01-2022-12-31,Jul–Dec 2022,2022,17500.0,5000.0,22500.0
International Paper,2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
International Paper,2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
International Paper,2021-01-01-2021-06-30,Jan–Jun 2021,2021,17500.0,5000.0,22500.0
International Paper,2020-07-01-2020-12-31,Jul–Dec 2020,2020,17500.0,5000.0,22500.0
International Paper,2020-01-01-2020-06-30,Jan–Jun 2020,2020,17500.0,5000.0,22500.0
International Paper,2019-07-01-2019-12-31,Jul–Dec 2019,2019,17500.0,5000.0,22500.0
International Paper,2019-01-01-2019-06-30,Jan–Jun 2019,2019,17500.0,5000.0,22500.0
International Paper,2018-07-01-2018-12-31,Jul–Dec 2018,2018,17500.0,5000.0,22500.0
International Paper,2018-01-01-2018-06-30,Jan–Jun 2018,2018,17500.0,5000.0,22500.0
International Paper,2017-07-01-2017-12-31,Jul–Dec 2017,2017,17500.0,5000.0,22500.0
International Paper,2017-01-01-2017-06-30,Jan–Jun 2017,2017,17500.0,5000.0,22500.0
International Paper,2016-07-01-2016-12-31,Jul–Dec 2016,2016,17500.0,5000.0,22500.0
International Paper,2016-01-01-2016-06-30,Jan–Jun 2016,2016,17500.0,5000.0,22500.0
International Paper,2015-07-01-2015-12-31,Jul–Dec 2015,2015,17500.0,5000.0,22500.0
International Paper,2015-01-01-2015-06-30,Jan–Jun 2015,2015,17500.0,5000.0,22500.0
International Paper,2014-07-01-2014-12-31,Jul–Dec 2014,2014,17500.0,5000.0,22500.0
International Paper,2014-01-01-2014-06-30,Jan–Jun 2014,2014,17500.0,5000.0,22500.0
International Paper,2013-07-01-2013-12-31,Jul–Dec 2013,2013,17500.0,5000.0,22500.0
International Paper,2013-01-01-2013-06-30,Jan–Jun 2013,2013,17500.0,5000.0,22500.0
International Paper,2012-07-01-2012-12-31,Jul–Dec 2012,2012,17500.0,5000.0,22500.0
International Paper,2012-01-01-2012-06-30,Jan–Jun 2012,2012,17500.0,5000.0,22500.0
International Paper,2011-04-01-2011-12-31,Apr–Dec 2011,2011,17500.0,5000.0,22500.0
International Paper,2010-10-01-2011-03-31,Oct–Mar 2011,2011,17500.0,5000.0,22500.0
International Sleep Products Association,2011-04-01-2011-12-31,Apr–Dec 2011,2011,5000.0,5000.0,10000.0
International Sleep Products Association,2010-10-01-2011-03-31,Oct–Mar 2011,2011,5000.0,5000.0,10000.0
Internet Association,2017-01-01-2017-06-30,Jan–Jun 2017,2017,5000.0,5000.0,10000.0
Internet Association,2016-07-01-2016-12-31,Jul–Dec 2016,2016,5000.0,5000.0,10000.0
Internet Association,2016-01-01-2016-06-30,Jan–Jun 2016,2016,5000.0,5000.0,10000.0
"Intersocietal Accreditation Commission, Inc.",2025-07-01-2025-12-31,Jul–Dec 2025,2025,5000.0,5000.0,10000.0
Intouch Pharmacy Llc,2019-01-01-2019-06-30,Jan–Jun 2019,2019,5000.0,5000.0,10000.0
Intouch Pharmacy Llc,2018-07-01-2018-12-31,Jul–Dec 2018,2018,17500.0,5000.0,22500.0
Intouch Pharmacy Llc,2018-01-01-2018-06-30,Jan–Jun 2018,2018,17500.0,5000.0,22500.0
Intralot Usa,2023-07-01-2023-12-31,Jul–Dec 2023,2023,5000.0,5000.0,10000.0
Intralot Usa,2023-01-01-2023-06-30,Jan–Jun 2023,2023,5000.0,5000.0,10000.0
Intralot Usa,2022-07-01-2022-12-31,Jul–Dec 2022,2022,37500.0,5000.0,42500.0
Intralot Usa,2022-01-01-2022-06-30,Jan–Jun 2022,2022,37500.0,5000.0,42500.0
Intralot Usa,2021-07-01-2021-12-31,Jul–Dec 2021,2021,37500.0,5000.0,42500.0
Intralot Usa,2021-01-01-2021-06-30,Jan–Jun 2021,2021,75000.0,5000.0,80000.0
Intralot Usa,2020-07-01-2020-12-31,Jul–Dec 2020,2020,75000.0,5000.0,80000.0
Intralot Usa,2020-01-01-2020-06-30,Jan–Jun 2020,2020,75000.0,5000.0,80000.0
Intralot Usa,2019-07-01-2019-12-31,Jul–Dec 2019,2019,75000.0,5000.0,80000.0
Intralot Usa,2019-01-01-2019-06-30,Jan–Jun 2019,2019,17500.0,5000.0,22500.0
Intralot Usa,2016-07-01-2016-12-31,Jul–Dec 2016,2016,5000.0,5000.0,10000.0
Intralot Usa,2016-01-01-2016-06-30,Jan–Jun 2016,2016,5000.0,5000.0,10000.0
Intralot Usa,2015-07-01-2015-12-31,Jul–Dec 2015,2015,5000.0,5000.0,10000.0
Intralot Usa,2015-01-01-2015-06-30,Jan–Jun 2015,2015,5000.0,5000.0,10000.0
Intralot Usa,2014-07-01-2014-12-31,Jul–Dec 2014,2014,5000.0,5000.0,10000.0
Intralot Usa,2014-01-01-2014-06-30,Jan–Jun 2014,2014,5000.0,5000.0,10000.0
Intralot Usa,2013-07-01-2013-12-31,Jul–Dec 2013,2013,5000.0,5000.0,10000.0
Intralot Usa,2013-01-01-2013-06-30,Jan–Jun 2013,2013,5000.0,5000.0,10000.0
Intralot Usa,2012-07-01-2012-12-31,Jul–Dec 2012,2012,5000.0,5000.0,10000.0
Intralot Usa,2012-01-01-2012-06-30,Jan–Jun 2012,2012,17500.0,5000.0,22500.0
Intralot Usa,2011-04-01-2011-12-31,Apr–Dec 2011,2011,37500.0,5000.0,42500.0
Intralot Usa,2010-10-01-2011-03-31,Oct–Mar 2011,2011,37500.0,5000.0,42500.0
"Intuit, Inc.",2015-07-01-2015-12-31,Jul–Dec 2015,2015,5000.0,5000.0,10000.0
"Intuit, Inc.",2015-01-01-2015-06-30,Jan–Jun 2015,2015,5000.0,5000.0,10000.0
Invenergy Llc,2025-07-01-2025-12-31,Jul–Dec 2025,2025,5000.0,5000.0,10000.0
Invenergy Llc,2024-07-01-2024-12-31,Jul–Dec 2024,2024,5000.0,5000.0,10000.0
Invenergy Llc,2024-01-01-2024-06-30,Jan–Jun 2024,2024,5000.0,5000.0,10000.0
Invenergy Llc,2023-07-01-2023-12-31,Jul–Dec 2023,2023,5000.0,5000.0,10000.0
Invenergy Llc,2023-01-01-2023-06-30,Jan–Jun 2023,2023,5000.0,5000.0,10000.0
Invenergy Llc,2022-07-01-2022-12-31,Jul–Dec 2022,2022,5000.0,5000.0,10000.0
Investors Heritage Life Insurance Company,2012-07-01-2012-12-31,Jul–Dec 2012,2012,5000.0,5000.0,10000.0
Investors Heritage Life Insurance Company,2012-01-01-2012-06-30,Jan–Jun 2012,2012,5000.0,5000.0,10000.0
"Invictus Apps, Inc. D/B/A Prepared",2025-07-01-2025-12-31,Jul–Dec 2025,2025,37500.0,5000.0,42500.0
"Invo Peo, Inc.",2025-07-01-2025-12-31,Jul–Dec 2025,2025,37500.0,5000.0,42500.0
"Invo Peo, Inc.",2025-01-01-2025-06-30,Jan–Jun 2025,2025,37500.0,5000.0,42500.0
"Invo Peo, Inc.",2024-07-01-2024-12-31,Jul–Dec 2024,2024,37500.0,5000.0,42500.0
"Invo Peo, Inc.",2024-01-01-2024-06-30,Jan–Jun 2024,2024,37500.0,5000.0,42500.0
"Invo Peo, Inc.",2023-07-01-2023-12-31,Jul–Dec 2023,2023,37500.0,5000.0,42500.0
"Ionq, Inc.",2025-07-01-2025-12-31,Jul–Dec 2025,2025,37500.0,5000.0,42500.0
Iota Community Schools,2025-07-01-2025-12-31,Jul–Dec 2025,2025,75000.0,5000.0,80000.0
"Ipsen Biopharmaceuticals, Inc.",2025-07-01-2025-12-31,Jul–Dec 2025,2025,5000.0,5000.0,10000.0
"Ipsen Biopharmaceuticals, Inc.",2025-01-01-2025-06-30,Jan–Jun 2025,2025,5000.0,5000.0,10000.0
"Ipsen Biopharmaceuticals, Inc.",2024-07-01-2024-12-31,Jul–Dec 2024,2024,5000.0,5000.0,10000.0
"Ipsen Biopharmaceuticals, Inc.",2024-01-01-2024-06-30,Jan–Jun 2024,2024,5000.0,5000.0,10000.0
"Ipsen Biopharmaceuticals, Inc.",2023-07-01-2023-12-31,Jul–Dec 2023,2023,5000.0,5000.0,10000.0
"Ipsen Biopharmaceuticals, Inc.",2023-01-01-2023-06-30,Jan–Jun 2023,2023,5000.0,5000.0,10000.0
"Ipsen Biopharmaceuticals, Inc.",2022-07-01-2022-12-31,Jul–Dec 2022,2022,5000.0,5000.0,10000.0
"Ipsen Biopharmaceuticals, Inc.",2022-01-01-2022-06-30,Jan–Jun 2022,2022,5000.0,5000.0,10000.0
"Ipsen Biopharmaceuticals, Inc.",2021-07-01-2021-12-31,Jul–Dec 2021,2021,5000.0,5000.0,10000.0
"Ipsen Biopharmaceuticals, Inc.",2021-01-01-2021-06-30,Jan–Jun 2021,2021,5000.0,5000.0,10000.0
"Ipsen Biopharmaceuticals, Inc.",2020-07-01-2020-12-31,Jul–Dec 2020,2020,5000.0,5000.0,10000.0
"Ipsen Biopharmaceuticals, Inc.",2020-01-01-2020-06-30,Jan–Jun 2020,2020,5000.0,5000.0,10000.0
Ish Creek Ventures Llc,2021-07-01-2021-12-31,Jul–Dec 2021,2021,5000.0,5000.0,10000.0
Ish Creek Ventures Llc,2021-01-01-2021-06-30,Jan–Jun 2021,2021,17500.0,17500.0,35000.0
Isha Institute Of Inner Sciences,2025-07-01-2025-12-31,Jul–Dec 2025,2025,17500.0,5000.0,22500.0
Isha Institute Of Inner Sciences,2025-01-01-2025-06-30,Jan–Jun 2025,2025,17500.0,5000.0,22500.0
Isha Institute Of Inner Sciences,2024-07-01-2024-12-31,Jul–Dec 2024,2024,37500.0,5000.0,42500.0
Iteachus,2012-07-01-2012-12-31,Jul–Dec 2012,2012,5000.0,5000.0,10000.0
Iteachus,2012-01-01-2012-06-30,Jan–Jun 2012,2012,17500.0,5000.0,22500.0
Iteachus,2011-04-01-2011-12-31,Apr–Dec 2011,2011,17500.0,5000.0,22500.0
Iteachus,2010-10-01-2011-03-31,Oct–Mar 2011,2011,5000.0,5000.0,10000.0
Itg Brands,2022-07-01-2022-12-31,Jul–Dec 2022,2022,5000.0,5000.0,10000.0
Itg Brands,2022-01-01-2022-06-30,Jan–Jun 2022,2022,37500.0,5000.0,42500.0
"Itt Educational Services, Inc.",2016-01-01-2016-06-30,Jan–Jun 2016,2016,37500.0,5000.0,42500.0
"Itt Educational Services, Inc.",2015-07-01-2015-12-31,Jul–Dec 2015,2015,37500.0,5000.0,42500.0
"Itt Educational Services, Inc.",2015-01-01-2015-06-30,Jan–Jun 2015,2015,37500.0,5000.0,42500.0
"Itt Educational Services, Inc.",2014-07-01-2014-12-31,Jul–Dec 2014,2014,5000.0,5000.0,10000.0
"Itt Educational Services, Inc.",2014-01-01-2014-06-30,Jan–Jun 2014,2014,5000.0,5000.0,10000.0
"Itt Educational Services, Inc.",2013-07-01-2013-12-31,Jul–Dec 2013,2013,37500.0,5000.0,42500.0
"Itt Educational Services, Inc.",2013-01-01-2013-06-30,Jan–Jun 2013,2013,5000.0,5000.0,10000.0
"Itt Educational Services, Inc.",2012-07-01-2012-12-31,Jul–Dec 2012,2012,37500.0,5000.0,42500.0
"Itt Educational Services, Inc.",2012-01-01-2012-06-30,Jan–Jun 2012,2012,5000.0,5000.0,10000.0
"Itt Educational Services, Inc.",2011-04-01-2011-12-31,Apr–Dec 2011,2011,37500.0,5000.0,42500.0
"Itt Educational Services, Inc.",2010-10-01-2011-03-31,Oct–Mar 2011,2011,37500.0,75000.0,112500.0
Ivanti,2020-07-01-2020-12-31,Jul–Dec 2020,2020,75000.0,5000.0,80000.0
Ivanti,2020-01-01-2020-06-30,Jan–Jun 2020,2020,125000.0,5000.0,130000.0
Ivanti,2019-07-01-2019-12-31,Jul–Dec 2019,2019,5000.0,225000.0,230000.0
"Ivy Wild, Llc",2015-07-01-2015-12-31,Jul–Dec 2015,2015,5000.0,5000.0,10000.0
"Ivy Wild, Llc",2015-01-01-2015-06-30,Jan–Jun 2015,2015,17500.0,5000.0,22500.0
"J & M Grading Division, Llc",2022-07-01-2022-12-31,Jul–Dec 2022,2022,5000.0,5000.0,10000.0
"J & M Grading Division, Llc",2022-01-01-2022-06-30,Jan–Jun 2022,2022,5000.0,5000.0,10000.0
"J & M Grading Division, Llc",2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
"J & M Grading Division, Llc",2021-01-01-2021-06-30,Jan–Jun 2021,2021,17500.0,5000.0,22500.0
"J & M Grading Division, Llc",2020-07-01-2020-12-31,Jul–Dec 2020,2020,5000.0,5000.0,10000.0
"J&S Construction Co., Inc.",2012-07-01-2012-12-31,Jul–Dec 2012,2012,5000.0,5000.0,10000.0
"J&S Construction Co., Inc.",2012-01-01-2012-06-30,Jan–Jun 2012,2012,5000.0,5000.0,10000.0
"J&S Construction Co., Inc.",2011-04-01-2011-12-31,Apr–Dec 2011,2011,5000.0,5000.0,10000.0
J2 Software Solutions,2014-07-01-2014-12-31,Jul–Dec 2014,2014,5000.0,5000.0,10000.0
J2 Software Solutions,2014-01-01-2014-06-30,Jan–Jun 2014,2014,5000.0,5000.0,10000.0
J2 Software Solutions,2013-07-01-2013-12-31,Jul–Dec 2013,2013,5000.0,5000.0,10000.0
J2 Software Solutions,2013-01-01-2013-06-30,Jan–Jun 2013,2013,17500.0,5000.0,22500.0
J2 Software Solutions,2012-07-01-2012-12-31,Jul–Dec 2012,2012,17500.0,5000.0,22500.0
J2 Software Solutions,2012-01-01-2012-06-30,Jan–Jun 2012,2012,17500.0,5000.0,22500.0
J2 Software Solutions,2011-04-01-2011-12-31,Apr–Dec 2011,2011,5000.0,5000.0,10000.0
Jack Daniel's/Brown-Forman,2025-07-01-2025-12-31,Jul–Dec 2025,2025,125000.0,5000.0,130000.0
Jack Daniel's/Brown-Forman,2025-01-01-2025-06-30,Jan–Jun 2025,2025,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2024-07-01-2024-12-31,Jul–Dec 2024,2024,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2024-01-01-2024-06-30,Jan–Jun 2024,2024,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2023-07-01-2023-12-31,Jul–Dec 2023,2023,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2023-01-01-2023-06-30,Jan–Jun 2023,2023,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2022-07-01-2022-12-31,Jul–Dec 2022,2022,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2022-01-01-2022-06-30,Jan–Jun 2022,2022,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2021-07-01-2021-12-31,Jul–Dec 2021,2021,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2021-01-01-2021-06-30,Jan–Jun 2021,2021,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2020-07-01-2020-12-31,Jul–Dec 2020,2020,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2020-01-01-2020-06-30,Jan–Jun 2020,2020,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2019-07-01-2019-12-31,Jul–Dec 2019,2019,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2019-01-01-2019-06-30,Jan–Jun 2019,2019,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2018-07-01-2018-12-31,Jul–Dec 2018,2018,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2018-01-01-2018-06-30,Jan–Jun 2018,2018,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2017-07-01-2017-12-31,Jul–Dec 2017,2017,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2017-01-01-2017-06-30,Jan–Jun 2017,2017,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2016-07-01-2016-12-31,Jul–Dec 2016,2016,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2016-01-01-2016-06-30,Jan–Jun 2016,2016,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2015-07-01-2015-12-31,Jul–Dec 2015,2015,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2015-01-01-2015-06-30,Jan–Jun 2015,2015,37500.0,17500.0,55000.0
Jack Daniel's/Brown-Forman,2014-07-01-2014-12-31,Jul–Dec 2014,2014,37500.0,5000.0,42500.0
Jack Daniel's/Brown-Forman,2014-01-01-2014-06-30,Jan–Jun 2014,2014,37500.0,5000.0,42500.0
Jack Daniel's/Brown-Forman,2013-07-01-2013-12-31,Jul–Dec 2013,2013,37500.0,5000.0,42500.0
Jack Daniel's/Brown-Forman,2013-01-01-2013-06-30,Jan–Jun 2013,2013,37500.0,5000.0,42500.0
Jack Daniel's/Brown-Forman,2012-07-01-2012-12-31,Jul–Dec 2012,2012,37500.0,5000.0,42500.0
Jack Daniel's/Brown-Forman,2012-01-01-2012-06-30,Jan–Jun 2012,2012,37500.0,5000.0,42500.0
Jack Daniel's/Brown-Forman,2011-04-01-2011-12-31,Apr–Dec 2011,2011,75000.0,5000.0,80000.0
Jack Daniel's/Brown-Forman,2010-10-01-2011-03-31,Oct–Mar 2011,2011,37500.0,5000.0,42500.0
Jackson Baseball Club Llc,2021-07-01-2021-12-31,Jul–Dec 2021,2021,5000.0,5000.0,10000.0
Jackson Baseball Club Llc,2021-01-01-2021-06-30,Jan–Jun 2021,2021,37500.0,5000.0,42500.0
Jackson Chamber Of Commerce,2022-07-01-2022-12-31,Jul–Dec 2022,2022,5000.0,5000.0,10000.0
Jackson Chamber Of Commerce,2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
Jackson Chamber Of Commerce,2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
Jackson Chamber Of Commerce,2021-01-01-2021-06-30,Jan–Jun 2021,2021,17500.0,5000.0,22500.0
James K. Polk Memorial Association,2021-07-01-2021-12-31,Jul–Dec 2021,2021,5000.0,5000.0,10000.0
James K. Polk Memorial Association,2021-01-01-2021-06-30,Jan–Jun 2021,2021,5000.0,5000.0,10000.0
James K. Polk Memorial Association,2020-07-01-2020-12-31,Jul–Dec 2020,2020,5000.0,5000.0,10000.0
James K. Polk Memorial Association,2020-01-01-2020-06-30,Jan–Jun 2020,2020,5000.0,5000.0,10000.0
James K. Polk Memorial Association,2019-07-01-2019-12-31,Jul–Dec 2019,2019,5000.0,5000.0,10000.0
James K. Polk Memorial Association,2019-01-01-2019-06-30,Jan–Jun 2019,2019,5000.0,5000.0,10000.0
James K. Polk Memorial Association,2018-07-01-2018-12-31,Jul–Dec 2018,2018,5000.0,5000.0,10000.0
James K. Polk Memorial Association,2018-01-01-2018-06-30,Jan–Jun 2018,2018,17500.0,5000.0,22500.0
James K. Polk Memorial Association,2017-07-01-2017-12-31,Jul–Dec 2017,2017,5000.0,5000.0,10000.0
James K. Polk Memorial Association,2017-01-01-2017-06-30,Jan–Jun 2017,2017,5000.0,5000.0,10000.0
James Lee Witt Associates,2010-10-01-2011-03-31,Oct–Mar 2011,2011,17500.0,5000.0,22500.0
Jason Dellavecchia Md Pllc,2025-07-01-2025-12-31,Jul–Dec 2025,2025,5000.0,5000.0,10000.0
Jason Dellavecchia Md Pllc,2025-01-01-2025-06-30,Jan–Jun 2025,2025,17500.0,5000.0,22500.0
Jason Dellavecchia Md Pllc,2024-07-01-2024-12-31,Jul–Dec 2024,2024,5000.0,5000.0,10000.0
Jason Dellavecchia Md Pllc,2024-01-01-2024-06-30,Jan–Jun 2024,2024,17500.0,5000.0,22500.0
Jason Dellavecchia Md Pllc,2023-07-01-2023-12-31,Jul–Dec 2023,2023,17500.0,5000.0,22500.0
"Jazz Pharmaceuticals, Inc.",2024-07-01-2024-12-31,Jul–Dec 2024,2024,5000.0,5000.0,10000.0
"Jazz Pharmaceuticals, Inc.",2024-01-01-2024-06-30,Jan–Jun 2024,2024,17500.0,5000.0,22500.0
"Jazz Pharmaceuticals, Inc.",2023-07-01-2023-12-31,Jul–Dec 2023,2023,17500.0,5000.0,22500.0
"Jazz Pharmaceuticals, Inc.",2023-01-01-2023-06-30,Jan–Jun 2023,2023,17500.0,5000.0,22500.0
"Jazz Pharmaceuticals, Inc.",2022-07-01-2022-12-31,Jul–Dec 2022,2022,17500.0,5000.0,22500.0
Jcbg,2024-07-01-2024-12-31,Jul–Dec 2024,2024,17500.0,5000.0,22500.0
Jcbg,2024-01-01-2024-06-30,Jan–Jun 2024,2024,17500.0,5000.0,22500.0
Jefferson County Chamber Of Commerce,2016-07-01-2016-12-31,Jul–Dec 2016,2016,17500.0,5000.0,22500.0
Jefferson County Chamber Of Commerce,2016-01-01-2016-06-30,Jan–Jun 2016,2016,17500.0,5000.0,22500.0
Jefferson County Chamber Of Commerce,2015-07-01-2015-12-31,Jul–Dec 2015,2015,17500.0,17500.0,35000.0
Jefferson County Chamber Of Commerce,2015-01-01-2015-06-30,Jan–Jun 2015,2015,17500.0,17500.0,35000.0
Jesse James Spirits,2016-01-01-2016-06-30,Jan–Jun 2016,2016,5000.0,5000.0,10000.0
Jesse James Spirits,2015-07-01-2015-12-31,Jul–Dec 2015,2015,5000.0,5000.0,10000.0
Jesse James Spirits,2015-01-01-2015-06-30,Jan–Jun 2015,2015,5000.0,5000.0,10000.0
Jesse James Spirits,2014-07-01-2014-12-31,Jul–Dec 2014,2014,5000.0,5000.0,10000.0
Jesse James Spirits,2014-01-01-2014-06-30,Jan–Jun 2014,2014,5000.0,5000.0,10000.0
Jobs For Tennessee Graduates Inc.,2025-07-01-2025-12-31,Jul–Dec 2025,2025,37500.0,5000.0,42500.0
Jobs For Tennessee Graduates Inc.,2025-01-01-2025-06-30,Jan–Jun 2025,2025,75000.0,5000.0,80000.0
Jobs For Tennessee Graduates Inc.,2024-07-01-2024-12-31,Jul–Dec 2024,2024,17500.0,5000.0,22500.0
Jobs For Tennessee Graduates Inc.,2024-01-01-2024-06-30,Jan–Jun 2024,2024,17500.0,5000.0,22500.0
Jobs For Tennessee Graduates Inc.,2023-07-01-2023-12-31,Jul–Dec 2023,2023,37500.0,5000.0,42500.0
Jobs For Tennessee Graduates Inc.,2023-01-01-2023-06-30,Jan–Jun 2023,2023,17500.0,5000.0,22500.0
Jobs For Tennessee Graduates Inc.,2022-07-01-2022-12-31,Jul–Dec 2022,2022,17500.0,5000.0,22500.0
Jobs For Tennessee Graduates Inc.,2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
Jobs For Tennessee Graduates Inc.,2021-07-01-2021-12-31,Jul–Dec 2021,2021,5000.0,5000.0,10000.0
Jobs For Tennessee Graduates Inc.,2020-07-01-2020-12-31,Jul–Dec 2020,2020,17500.0,5000.0,22500.0
Jobs For Tennessee Graduates Inc.,2020-01-01-2020-06-30,Jan–Jun 2020,2020,17500.0,5000.0,22500.0
Jobs For Tennessee Graduates Inc.,2019-07-01-2019-12-31,Jul–Dec 2019,2019,17500.0,5000.0,22500.0
Jobs For Tennessee Graduates Inc.,2019-01-01-2019-06-30,Jan–Jun 2019,2019,17500.0,5000.0,22500.0
Jobs For Tennessee Graduates Inc.,2018-07-01-2018-12-31,Jul–Dec 2018,2018,17500.0,5000.0,22500.0
Jobs For Tennessee Graduates Inc.,2018-01-01-2018-06-30,Jan–Jun 2018,2018,17500.0,5000.0,22500.0
Jobs For Tennessee Graduates Inc.,2017-07-01-2017-12-31,Jul–Dec 2017,2017,5000.0,5000.0,10000.0
Jobs For Tennessee Graduates Inc.,2017-01-01-2017-06-30,Jan–Jun 2017,2017,17500.0,5000.0,22500.0
Jobs For Tennessee Graduates Inc.,2016-07-01-2016-12-31,Jul–Dec 2016,2016,5000.0,5000.0,10000.0
Joe C Davis Foundation,2024-07-01-2024-12-31,Jul–Dec 2024,2024,5000.0,5000.0,10000.0
Joe C Davis Foundation,2024-01-01-2024-06-30,Jan–Jun 2024,2024,17500.0,5000.0,22500.0
Joe C Davis Foundation,2023-07-01-2023-12-31,Jul–Dec 2023,2023,37500.0,5000.0,42500.0
Joe C Davis Foundation,2023-01-01-2023-06-30,Jan–Jun 2023,2023,37500.0,5000.0,42500.0
Joe C Davis Foundation,2022-07-01-2022-12-31,Jul–Dec 2022,2022,17500.0,5000.0,22500.0
Joe C Davis Foundation,2022-01-01-2022-06-30,Jan–Jun 2022,2022,17500.0,5000.0,22500.0
Joe C Davis Foundation,2021-07-01-2021-12-31,Jul–Dec 2021,2021,17500.0,5000.0,22500.0
Joe C Davis Foundation,2021-01-01-2021-06-30,Jan–Jun 2021,2021,17500.0,5000.0,22500.0
John C Davenport,2025-07-01-2025-12-31,Jul–Dec 2025,2025,17500.0,5000.0,22500.0
John L. Nau Iii,2024-07-01-2024-12-31,Jul–Dec 2024,2024,37500.0,5000.0,42500.0
John L. Nau Iii,2024-01-01-2024-06-30,Jan–Jun 2024,2024,37500.0,5000.0,42500.0
John L. Nau Iii,2023-07-01-2023-12-31,Jul–Dec 2023,2023,37500.0,5000.0,42500.0
John L. Nau Iii,2023-01-01-2023-06-30,Jan–Jun 2023,2023,37500.0,5000.0,42500.0
John L. Nau Iii,2022-07-01-2022-12-31,Jul–Dec 2022,2022,37500.0,5000.0,42500.0
John L. Nau Iii,2022-01-01-2022-06-30,Jan–Jun 2022,2022,37500.0,5000.0,42500.0
John L. Nau Iii,2021-07-01-2021-12-31,Jul–Dec 2021,2021,37500.0,5000.0,42500.0
John L. Nau Iii,2021-01-01-2021-06-30,Jan–Jun 2021,2021,37500.0,5000.0,42500.0
John L. Nau Iii,2020-07-01-2020-12-31,Jul–Dec 2020,2020,17500.0,5000.0,22500.0
John Moore,2016-07-01-2016-12-31,Jul–Dec 2016,2016,5000.0,5000.0,10000.0
John Moore,2016-01-01-2016-06-30,Jan–Jun 2016,2016,5000.0,5000.0,10000.0
"Johnson & Johnson Services, Inc.",2025-07-01-2025-12-31,Jul–Dec 2025,2025,5000.0,5000.0,10000.0
