spender_name,original_spender_name,politician_display,politician_key,amount,year,support_or_oppose,expense_date
Timothy Hill Pac,People Working For Reform,Micah Van Huss (Republican of Gray),"Van Huss, Micah",958.12,2019,Support,2019-11-08
Timothy Hill Pac,People Working For Reform,Micah Van Huss (Republican of Jonesborough),"Van Huss, Micah",958.12,2019,Support,2019-11-08
Timothy Hill Pac,People Working For Reform,Matthew Hill (Republican of Jonesborough),"Hill, Matthew",958.12,2019,Support,2019-11-08
Timothy Hill Pac,People Working For Reform,Matthew Hill (Republican of Blountville),"Hill, Matthew",958.12,2019,Support,2019-11-08
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allie Phillips (Democrat of Clarksville),"Phillips, Allie",1476.6,2024,Support,2024-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Luis Mata (Democrat of Smyrna),"Mata, Luis",290.0,2024,Support,2024-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allie Phillips (Democrat of Clarksville),"Phillips, Allie",2300.0,2024,Support,2024-10-29
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karen Reynolds (Democrat of Clarksville),"Reynolds, Karen",3876.5,2024,Support,2024-10-31
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Luis Mata (Democrat of Smyrna),"Mata, Luis",9287.29,2024,Support,2024-10-31
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allie Phillips (Democrat of Clarksville),"Phillips, Allie",1938.25,2024,Support,2024-10-31
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Luis Mata (Democrat of Smyrna),"Mata, Luis",6000.0,2024,Support,2024-10-31
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allie Phillips (Democrat of Clarksville),"Phillips, Allie",260.0,2024,Support,2024-11-02
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Luis Mata (Democrat of Smyrna),"Mata, Luis",750.0,2024,Support,2024-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allie Phillips (Democrat of Clarksville),"Phillips, Allie",2465.37,2024,Support,2024-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Luis Mata (Democrat of Smyrna),"Mata, Luis",2465.37,2024,Support,2024-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Ronnie Glynn (Democrat of Clarksville),"Glynn, Ronnie",2465.37,2024,Support,2024-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Jesse Huseth (Democrat of Memphis),"Huseth, Jesse",2465.37,2024,Support,2024-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allie Phillips (Democrat of Clarksville),"Phillips, Allie",610.83,2024,Support,2024-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allie Phillips (Democrat of Clarksville),"Phillips, Allie",1405.03,2024,Support,2024-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Luis Mata (Democrat of Smyrna),"Mata, Luis",610.83,2024,Support,2024-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Luis Mata (Democrat of Smyrna),"Mata, Luis",702.51,2024,Support,2024-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Luis Mata (Democrat of Smyrna),"Mata, Luis",5889.69,2024,Support,2024-10-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allie Phillips (Democrat of Clarksville),"Phillips, Allie",7119.62,2024,Support,2024-10-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allie Phillips (Democrat of Clarksville),"Phillips, Allie",15500.0,2024,Support,2024-10-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allie Phillips (Democrat of Clarksville),"Phillips, Allie",15500.0,2024,Support,2024-10-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allie Phillips (Democrat of Clarksville),"Phillips, Allie",6417.9,2024,Support,2024-10-18
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Luis Mata (Democrat of Smyrna),"Mata, Luis",7065.95,2024,Support,2024-10-18
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Luis Mata (Democrat of Smyrna),"Mata, Luis",15500.0,2024,Support,2024-10-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Shaundelle Brooks (Democrat of Hermitage),"Brooks, Shaundelle",3000.0,2024,Support,2024-10-25
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Shaundelle Brooks (Democrat of Nashville),"Brooks, Shaundelle",3000.0,2024,Support,2024-10-25
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Luis Mata (Democrat of Smyrna),"Mata, Luis",1056.0,2024,Support,2024-08-31
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Luis Mata (Democrat of Smyrna),"Mata, Luis",1988.0,2024,Support,2024-09-30
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allie Phillips (Democrat of Clarksville),"Phillips, Allie",2190.0,2024,Support,2024-09-30
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Ronnie Glynn (Democrat of Clarksville),"Glynn, Ronnie",2000.0,2024,Support,2024-10-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Ronnie Glynn (Democrat of Clarksville),"Glynn, Ronnie",2000.0,2024,Support,2024-10-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Luis Mata (Democrat of Smyrna),"Mata, Luis",2360.0,2024,Support,2024-10-26
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allie Phillips (Democrat of Clarksville),"Phillips, Allie",1211.4,2024,Support,2024-10-26
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Justin Pearson (Democrat of Memphis),"Pearson, Justin",634.79,2023,Support,2023-07-15
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Justin Pearson (Democrat of Memphis),"Pearson, Justin",110.0,2023,Support,2023-07-15
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Ronnie Glynn (Democrat of Clarksville),"Glynn, Ronnie",150.27,2022,Support,2022-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Ronnie Glynn (Democrat of Clarksville),"Glynn, Ronnie",176.36,2022,Support,2022-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Ronnie Glynn (Democrat of Clarksville),"Glynn, Ronnie",220.6,2022,Support,2022-11-08
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Ronnie Glynn (Democrat of Clarksville),"Glynn, Ronnie",149.67,2022,Support,2022-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Ronnie Glynn (Democrat of Clarksville),"Glynn, Ronnie",9627.62,2022,Support,2022-10-19
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Ronnie Glynn (Democrat of Clarksville),"Glynn, Ronnie",10000.0,2022,Support,2022-10-19
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Ronnie Glynn (Democrat of Clarksville),"Glynn, Ronnie",495.0,2022,Support,2022-10-26
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",126.51,2020,Support,2020-10-28
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",123.75,2020,Support,2020-10-28
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",199.54,2020,Support,2020-10-29
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",596.6,2020,Support,2020-10-29
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",151.14,2020,Support,2020-10-29
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",240.36,2020,Support,2020-10-30
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",166.04,2020,Support,2020-10-30
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",229.24,2020,Support,2020-10-31
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",155.42,2020,Support,2020-10-31
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",468.81,2020,Support,2020-11-02
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",319.37,2020,Support,2020-11-02
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Brandon Thomas (Democrat of Murfreesboro),"Thomas, Brandon",48.45,2020,Support,2020-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Brandon Thomas (Democrat of Murfreesboro),"Thomas, Brandon",74.97,2020,Support,2020-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",149.64,2020,Support,2020-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",224.72,2020,Support,2020-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",388.46,2020,Support,2020-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",899.09,2020,Support,2020-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",34.5,2020,Support,2020-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",143.5,2020,Support,2020-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",502.68,2020,Support,2020-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",558.91,2020,Support,2020-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Brandon Thomas (Democrat of Murfreesboro),"Thomas, Brandon",44.27,2020,Support,2020-11-19
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",22.5,2020,Support,2020-11-19
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",1.0,2020,Support,2020-09-11
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",2.09,2020,Support,2020-09-13
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",4.33,2020,Support,2020-09-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",4.81,2020,Support,2020-09-28
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",5.06,2020,Support,2020-09-10
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",5.06,2020,Support,2020-09-15
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",5.06,2020,Support,2020-09-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",5.06,2020,Support,2020-09-30
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",12.57,2020,Support,2020-09-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",13.08,2020,Support,2020-09-11
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",14.39,2020,Support,2020-09-13
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",16.32,2020,Support,2020-09-29
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",25.9,2020,Support,2020-09-14
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",1.0,2020,Support,2020-09-11
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",1.9,2020,Support,2020-09-29
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",5.75,2020,Support,2020-09-18
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",8.37,2020,Support,2020-09-16
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",9.1,2020,Support,2020-09-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",12.29,2020,Support,2020-09-14
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",13.08,2020,Support,2020-09-11
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",14.39,2020,Support,2020-09-13
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",68.15,2018,Support,2018-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",68.15,2018,Support,2018-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Richard Briggs (Republican of Knoxville),"Briggs, Richard",68.15,2018,Support,2018-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",38.56,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",38.56,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Richard Briggs (Republican of Knoxville),"Briggs, Richard",38.56,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",11.09,2018,Support,2018-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",11.09,2018,Support,2018-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Richard Briggs (Republican of Knoxville),"Briggs, Richard",11.09,2018,Support,2018-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",8.89,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",8.89,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Richard Briggs (Republican of Knoxville),"Briggs, Richard",8.89,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",25.0,2018,Support,2018-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",25.0,2018,Support,2018-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Richard Briggs (Republican of Knoxville),"Briggs, Richard",25.0,2018,Support,2018-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",2.5,2018,Support,2018-11-01
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",2.5,2018,Support,2018-11-01
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Richard Briggs (Republican of Knoxville),"Briggs, Richard",2.5,2018,Support,2018-11-01
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",2245.8,2018,Support,2018-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",5732.7,2018,Support,2018-11-04
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",529.12,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Joda Thongnopnua (Democrat of Chattanooga),"Thongnopnua, Joda",239.09,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",297.15,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",4.84,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",4.84,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Richard Briggs (Republican of Knoxville),"Briggs, Richard",4.84,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",5.38,2018,Support,2018-10-31
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",5.38,2018,Support,2018-10-31
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Richard Briggs (Republican of Knoxville),"Briggs, Richard",5.38,2018,Support,2018-10-31
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",77.34,2018,Support,2018-11-02
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",77.34,2018,Support,2018-11-02
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allan Creasy (Democrat of Memphis),"Creasy, Allan",77.34,2018,Support,2018-11-02
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Mark White (Republican of Memphis),"White, Mark",77.34,2018,Support,2018-11-02
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Dwayne Thompson (Democrat of Cordova),"Thompson, Dwayne",77.34,2018,Support,2018-11-02
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",15.69,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",15.69,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allan Creasy (Democrat of Memphis),"Creasy, Allan",15.69,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Mark White (Republican of Memphis),"White, Mark",15.69,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Dwayne Thompson (Democrat of Cordova),"Thompson, Dwayne",15.69,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",15.1,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",15.1,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allan Creasy (Democrat of Memphis),"Creasy, Allan",15.1,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Mark White (Republican of Memphis),"White, Mark",15.1,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Dwayne Thompson (Democrat of Cordova),"Thompson, Dwayne",15.1,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",36.51,2018,Support,2018-11-07
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",36.51,2018,Support,2018-11-07
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allan Creasy (Democrat of Memphis),"Creasy, Allan",36.51,2018,Support,2018-11-07
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Mark White (Republican of Memphis),"White, Mark",36.51,2018,Support,2018-11-07
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Dwayne Thompson (Democrat of Cordova),"Thompson, Dwayne",36.51,2018,Support,2018-11-07
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",30.02,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",30.02,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allan Creasy (Democrat of Memphis),"Creasy, Allan",30.02,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Mark White (Republican of Memphis),"White, Mark",30.02,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Dwayne Thompson (Democrat of Cordova),"Thompson, Dwayne",30.02,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",1.79,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",1.79,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allan Creasy (Democrat of Memphis),"Creasy, Allan",1.79,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Mark White (Republican of Memphis),"White, Mark",1.79,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Dwayne Thompson (Democrat of Cordova),"Thompson, Dwayne",1.79,2018,Support,2018-11-05
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",3.1,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",3.1,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allan Creasy (Democrat of Memphis),"Creasy, Allan",3.1,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Mark White (Republican of Memphis),"White, Mark",3.1,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Dwayne Thompson (Democrat of Cordova),"Thompson, Dwayne",3.1,2018,Support,2018-11-06
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",8.0,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",8.0,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allan Creasy (Democrat of Memphis),"Creasy, Allan",8.0,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Mark White (Republican of Memphis),"White, Mark",8.0,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Dwayne Thompson (Democrat of Cordova),"Thompson, Dwayne",8.0,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",4.91,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",4.91,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allan Creasy (Democrat of Memphis),"Creasy, Allan",4.91,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Mark White (Republican of Memphis),"White, Mark",4.91,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Dwayne Thompson (Democrat of Cordova),"Thompson, Dwayne",4.91,2018,Support,2018-11-03
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",74.91,2018,Support,2018-11-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Karl (2018 Governor Campaign) Dean (Democrat of Nashville),"Dean, Karl (2018 Governor Campaign)",0.56,2018,Support,2018-11-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",128.16,2018,Support,2018-11-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",0.56,2018,Support,2018-11-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",128.16,2018,Support,2018-11-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",0.56,2018,Support,2018-11-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Joda Thongnopnua (Democrat of Chattanooga),"Thongnopnua, Joda",0.56,2018,Support,2018-11-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Richard Briggs (Republican of Knoxville),"Briggs, Richard",0.56,2018,Support,2018-11-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Mark White (Republican of Memphis),"White, Mark",0.56,2018,Support,2018-11-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gloria Johnson (Democrat of Knoxville),"Johnson, Gloria",61.18,2018,Support,2018-11-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Dwayne Thompson (Democrat of Cordova),"Thompson, Dwayne",0.56,2018,Support,2018-11-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Gabby Salinas (Democrat of Memphis),"Salinas, Gabby",61.18,2018,Support,2018-11-22
Tn Immigrant & Refugee Rights Coalition,Tirrc Votes,Allan Creasy (Democrat of Memphis),"Creasy, Allan",0.56,2018,Support,2018-11-22
