spender_name,original_spender_name,politician_display,politician_key,amount,year,support_or_oppose,expense_date
Acadia Healthcare,"Acadia Healthcare Company, Inc.",Cameron Sexton (Republican of Nashville),"Sexton, Cameron",2537.82,2019,Support,2019-10-29
Acadia Healthcare,"Acadia Healthcare Company, Inc.",Cameron Sexton (Republican of Crossville),"Sexton, Cameron",2537.82,2019,Support,2019-10-29
Adams And Reese,Adams And Reese Pac,Vince Dean (Republican of East Ridge),"Dean, Vince",797.53,2013,Support,2013-08-26
Adams And Reese,Adams And Reese Pac,Vince Dean (Republican of East Ridge),"Dean, Vince",41.48,2013,Support,2013-08-26
American Conservative Union,American Conservative Union,Diane Black (Republican of Gallatin),"Black, Diane",50000.0,2018,Support,2018-07-30
American Resort Development Association,Arda Roc Pac,Mark Green (Republican of Ashland City),"Green, Mark",1000.0,2016,Support,2016-08-30
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",2750.0,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",325.82,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",325.82,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",325.82,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",325.82,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",325.82,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",325.82,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",325.82,2024,Support,2024-07-16
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",325.82,2024,Support,2024-07-16
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",325.82,2024,Support,2024-07-16
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",325.82,2024,Support,2024-07-16
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",15.0,2024,Support,2024-07-17
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",2000.0,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",460.0,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",460.0,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",1500.0,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",1600.0,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",5000.0,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",1000.0,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",3280.0,2024,Support,2024-07-16
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",6700.0,2024,Support,2024-07-16
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",6700.0,2024,Support,2024-07-16
Americans For Prosperity,Americans For Prosperity Action,Paul Sherrell (Republican of Sparta),"Sherrell, Paul",1800.4,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Robert Stevens (Republican of Smyrna),"Stevens, Robert",1661.25,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",2484.05,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",1816.8,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",1603.86,2024,Support,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",1603.86,2024,Support,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Robert Stevens (Republican of Smyrna),"Stevens, Robert",1661.25,2024,Support,2024-07-15
Americans For Prosperity,Americans For Prosperity Action,Paul Sherrell (Republican of Sparta),"Sherrell, Paul",1392.01,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Robert Stevens (Republican of Smyrna),"Stevens, Robert",1174.14,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",3276.88,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",1413.35,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",1196.29,2024,Support,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",1196.29,2024,Support,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Robert Stevens (Republican of Smyrna),"Stevens, Robert",1264.25,2024,Support,2024-07-15
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",907.35,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",817.43,2024,Support,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",940.05,2024,Support,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",1726.93,2024,Support,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",1726.93,2024,Support,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",1634.85,2024,Support,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",940.05,2024,Support,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",1814.7,2024,Support,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",914.15,2024,Support,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",908.4,2024,Support,2024-07-10
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",940.05,2024,Support,2024-07-15
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of Dickson),"Littleton, Mary",844.65,2024,Support,2024-07-17
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of White Bluff),"Littleton, Mary",844.65,2024,Support,2024-07-17
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",733.56,2024,Support,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",579.03,2024,Support,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",748.66,2024,Support,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",1305.94,2024,Support,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",1305.94,2024,Support,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Tom Stinnett (Republican of Maryville),"Stinnett, Tom",863.47,2024,Oppose,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Tom Stinnett (Republican of Maryville),"Stinnett, Tom",652.97,2024,Oppose,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Nick Bright (Republican of Greenback),"Bright, Nick",863.46,2024,Oppose,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Nick Bright (Republican of Greenback),"Bright, Nick",652.97,2024,Oppose,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",1158.05,2024,Support,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",748.66,2024,Support,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",1467.12,2024,Support,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",701.06,2024,Support,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",706.68,2024,Support,2024-07-10
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",805.76,2024,Support,2024-07-15
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of Dickson),"Littleton, Mary",652.96,2024,Support,2024-07-17
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of White Bluff),"Littleton, Mary",652.96,2024,Support,2024-07-17
Americans For Prosperity,Americans For Prosperity Action,Brian Beathard (Republican of Franklin),"Beathard, Brian",907.35,2024,Oppose,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Brian Beathard (Republican of Franklin),"Beathard, Brian",733.56,2024,Oppose,2024-07-01
Americans For Prosperity,Americans For Prosperity Action,Joe Smith (Republican of Clarksville),"Smith, Joe",817.42,2024,Oppose,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Joe Smith (Republican of Clarksville),"Smith, Joe",579.02,2024,Oppose,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Jimmy Harris (Republican of Jackson),"Harris, Jimmy",940.05,2024,Oppose,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Jimmy Harris (Republican of Jackson),"Harris, Jimmy",748.65,2024,Oppose,2024-07-02
Americans For Prosperity,Americans For Prosperity Action,Joe Smith (Republican of Clarksville),"Smith, Joe",1634.85,2024,Oppose,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Joe Smith (Republican of Clarksville),"Smith, Joe",1158.05,2024,Oppose,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Jimmy Harris (Republican of Jackson),"Harris, Jimmy",940.05,2024,Oppose,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Jimmy Harris (Republican of Jackson),"Harris, Jimmy",748.65,2024,Oppose,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Brian Beathard (Republican of Franklin),"Beathard, Brian",1814.7,2024,Oppose,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Brian Beathard (Republican of Franklin),"Beathard, Brian",1467.12,2024,Oppose,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,James T. (Bubba) Cobb (Republican of Hornbeak),"Cobb, James T. (Bubba)",914.15,2024,Oppose,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,James T. (Bubba) Cobb (Republican of Hornbeak),"Cobb, James T. (Bubba)",701.05,2024,Oppose,2024-07-09
Americans For Prosperity,Americans For Prosperity Action,Tucker Marcum (Republican of Eagleville),"Marcum, Tucker",908.4,2024,Oppose,2024-07-10
Americans For Prosperity,Americans For Prosperity Action,Tucker Marcum (Republican of Eagleville),"Marcum, Tucker",706.67,2024,Oppose,2024-07-10
Americans For Prosperity,Americans For Prosperity Action,Jimmy Harris (Republican of Jackson),"Harris, Jimmy",940.05,2024,Oppose,2024-07-15
Americans For Prosperity,Americans For Prosperity Action,Jimmy Harris (Republican of Jackson),"Harris, Jimmy",805.76,2024,Oppose,2024-07-15
Americans For Prosperity,Americans For Prosperity Action,Justin Spurlock (Republican of Burns),"Spurlock, Justin",844.65,2024,Oppose,2024-07-17
Americans For Prosperity,Americans For Prosperity Action,Justin Spurlock (Republican of Burns),"Spurlock, Justin",652.95,2024,Oppose,2024-07-17
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",462.0,2024,Support,2024-05-30
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",72.0,2024,Support,2024-06-22
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",1500.0,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Robert Stevens (Republican of Smyrna),"Stevens, Robert",1500.0,2024,Support,2024-06-26
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",1500.0,2024,Support,2024-06-25
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",817.43,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Joe Smith (Republican of Clarksville),"Smith, Joe",817.42,2024,Oppose,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",579.03,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Joe Smith (Republican of Clarksville),"Smith, Joe",579.02,2024,Oppose,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",817.43,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Joe Smith (Republican of Clarksville),"Smith, Joe",817.42,2024,Oppose,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",579.03,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Joe Smith (Republican of Clarksville),"Smith, Joe",579.02,2024,Oppose,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",939.75,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Jimmy Harris (Republican of Jackson),"Harris, Jimmy",939.75,2024,Oppose,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",748.66,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Jimmy Harris (Republican of Jackson),"Harris, Jimmy",748.65,2024,Oppose,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",940.05,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Jimmy Harris (Republican of Jackson),"Harris, Jimmy",940.05,2024,Oppose,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",748.66,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Jimmy Harris (Republican of Jackson),"Harris, Jimmy",748.65,2024,Oppose,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",966.07,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",966.07,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",652.97,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",652.97,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Tom Stinnett (Republican of Maryville),"Stinnett, Tom",483.04,2024,Oppose,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Tom Stinnett (Republican of Maryville),"Stinnett, Tom",326.49,2024,Oppose,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Nick Bright (Republican of Greenback),"Bright, Nick",483.04,2024,Oppose,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Nick Bright (Republican of Greenback),"Bright, Nick",326.48,2024,Oppose,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",863.47,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",863.47,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",652.97,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",652.97,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Tom Stinnett (Republican of Maryville),"Stinnett, Tom",431.73,2024,Oppose,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Tom Stinnett (Republican of Maryville),"Stinnett, Tom",326.49,2024,Oppose,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Nick Bright (Republican of Greenback),"Bright, Nick",431.73,2024,Oppose,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Nick Bright (Republican of Greenback),"Bright, Nick",326.48,2024,Oppose,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",907.35,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",733.56,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Brian Beathard (Republican of Franklin),"Beathard, Brian",907.35,2024,Oppose,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Brian Beathard (Republican of Franklin),"Beathard, Brian",733.56,2024,Oppose,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",907.35,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",733.56,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Brian Beathard (Republican of Franklin),"Beathard, Brian",907.35,2024,Oppose,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Brian Beathard (Republican of Franklin),"Beathard, Brian",733.56,2024,Oppose,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of Dickson),"Littleton, Mary",1689.3,2024,Support,2024-06-26
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of White Bluff),"Littleton, Mary",1689.3,2024,Support,2024-06-26
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of Dickson),"Littleton, Mary",1207.94,2024,Support,2024-06-26
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of White Bluff),"Littleton, Mary",1207.94,2024,Support,2024-06-26
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",3720.0,2024,Support,2024-06-07
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",3720.0,2024,Support,2024-06-07
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",914.46,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",701.06,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,James T. (Bubba) Cobb (Republican of Hornbeak),"Cobb, James T. (Bubba)",914.46,2024,Oppose,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,James T. (Bubba) Cobb (Republican of Hornbeak),"Cobb, James T. (Bubba)",701.05,2024,Oppose,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",914.15,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",701.06,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,James T. (Bubba) Cobb (Republican of Hornbeak),"Cobb, James T. (Bubba)",914.15,2024,Oppose,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,James T. (Bubba) Cobb (Republican of Hornbeak),"Cobb, James T. (Bubba)",701.05,2024,Oppose,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",2554.2,2024,Support,2024-10-02
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",2554.2,2024,Support,2024-10-15
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",2554.2,2024,Support,2024-10-18
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",2299.89,2024,Support,2024-10-02
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",2299.59,2024,Support,2024-10-15
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",2299.59,2024,Support,2024-10-18
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",1500.0,2024,Support,2024-10-11
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",2800.0,2024,Support,2024-10-11
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",1603.4,2024,Support,2024-10-01
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",10000.0,2024,Support,2024-10-01
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",641.36,2024,Support,2024-10-16
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",250.0,2024,Support,2024-10-08
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",4029.7,2024,Support,2024-10-01
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",1634.85,2024,Support,2024-07-24
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",1242.65,2024,Support,2024-07-24
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",516.39,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",1032.79,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",516.39,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",516.39,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",516.39,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",1032.79,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",516.39,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",516.39,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",1032.79,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",592.41,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",296.2,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",296.2,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",296.2,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",2073.42,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",296.2,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",296.2,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",296.2,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",592.41,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",977.47,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",651.65,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",651.65,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",651.65,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",977.47,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",325.82,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Robert Stevens (Republican of Smyrna),"Stevens, Robert",325.82,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",651.65,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",325.82,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",325.82,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",977.47,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",651.65,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",8000.0,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",14000.0,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",11000.0,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",11000.0,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",7000.0,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",14000.0,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",28000.0,2024,Support,2024-05-16
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",7200.0,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",1640.0,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",3280.0,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",8000.0,2024,Support,2024-06-01
