company_name,total_all,total_since_2016,total_since_2021,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,PAC Address,Links
Nurse Family Partnership,380500.0,380500.0,306500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,57000.0,77000.0,77000.0,77000.0,18500.0,,
Tennessee Healthy Alternatives Association,380500.0,380500.0,380500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,114500.0,57000.0,131000.0,,
Seven States Power Corporation,380000.0,203500.0,134000.0,37000.0,20500.0,78000.0,37000.0,4000.0,20500.0,20500.0,4000.0,4000.0,20500.0,0.0,0.0,0.0,57000.0,77000.0,,
"Dement Construction Company, Llc",379500.0,379500.0,342500.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,18500.0,0.0,0.0,0.0,0.0,38500.0,152000.0,152000.0,,
"Critical Nurse Staffing, Llc",379500.0,379500.0,245000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,37000.0,77000.0,77000.0,57000.0,37000.0,37000.0,37000.0,,
"Charter Communications Operating, Llc",379000.0,379000.0,379000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,152000.0,152000.0,,
Delta T Corporation Dba Big Ass Solutions,378000.0,378000.0,0.0,0.0,0.0,0.0,0.0,0.0,378000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Life Science Tennessee,377500.0,365500.0,263000.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,37000.0,37000.0,20500.0,37000.0,93500.0,57000.0,57000.0,18500.0,,
Tn Development District Assn.,377000.0,225000.0,0.0,37000.0,37000.0,37000.0,20500.0,20500.0,37000.0,37000.0,37000.0,57000.0,57000.0,0.0,0.0,0.0,0.0,0.0,,
American Express,374500.0,149500.0,0.0,57000.0,37000.0,37000.0,37000.0,57000.0,57000.0,37000.0,37000.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Us Term Limits,374000.0,374000.0,214000.0,0.0,0.0,0.0,0.0,0.0,77000.0,40500.0,40500.0,0.0,2000.0,40500.0,76000.0,57000.0,40500.0,0.0,,
"Forensic Medical Management Services, Plc",373000.0,316000.0,131000.0,0.0,0.0,0.0,0.0,57000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,57000.0,0.0,0.0,,
Obion County Chamber Of Commerce,372000.0,353500.0,168500.0,0.0,0.0,0.0,0.0,18500.0,4000.0,53500.0,37000.0,37000.0,53500.0,37000.0,37000.0,37000.0,20500.0,37000.0,,
Tennessee Recovery & Monitoring,372000.0,263000.0,0.0,0.0,0.0,18500.0,53500.0,37000.0,57000.0,37000.0,18500.0,77000.0,73500.0,0.0,0.0,0.0,0.0,0.0,,
Sanofi-Aventis,370000.0,309000.0,232000.0,8000.0,4000.0,41000.0,4000.0,4000.0,4000.0,24500.0,4000.0,4000.0,40500.0,57000.0,37000.0,57000.0,4000.0,77000.0,,
Powers Management,368000.0,364000.0,245000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,78000.0,20500.0,57000.0,73500.0,114500.0,0.0,0.0,,
Fresenius Medical Care North America,366500.0,366500.0,329500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,0.0,2000.0,4000.0,94500.0,152000.0,77000.0,,
Naifa - Tennessee,365500.0,147500.0,61500.0,20500.0,4000.0,53500.0,70000.0,70000.0,53500.0,20500.0,4000.0,4000.0,4000.0,20500.0,20500.0,20500.0,0.0,0.0,,
"Norandal Usa, Inc.",363500.0,38500.0,0.0,77000.0,77000.0,57000.0,57000.0,57000.0,38500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Vitalsource,362000.0,362000.0,74000.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,77000.0,77000.0,77000.0,37000.0,37000.0,0.0,0.0,0.0,,
Coventry Health Care,361500.0,324500.0,324500.0,18500.0,0.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,114500.0,114500.0,,
"Fusion Capital Management, Llc",361000.0,361000.0,361000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,152000.0,152000.0,,
Cash America,359000.0,39000.0,0.0,57000.0,37000.0,37000.0,37000.0,152000.0,37000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tn Risk Management Trust,358500.0,258000.0,205000.0,2000.0,20500.0,37000.0,4000.0,37000.0,20500.0,4000.0,4000.0,4000.0,20500.0,37000.0,37000.0,37000.0,37000.0,57000.0,,
"Opus Inspection, Inc.",358000.0,315000.0,57000.0,0.0,0.0,18500.0,4000.0,20500.0,57000.0,37000.0,37000.0,37000.0,90000.0,57000.0,0.0,0.0,0.0,0.0,,
"Epic Pharmacies, Inc. C/O Multistate Associates Inc.",357000.0,189000.0,20500.0,0.0,37000.0,37000.0,37000.0,57000.0,37000.0,37000.0,37000.0,20500.0,37000.0,20500.0,0.0,0.0,0.0,0.0,,
Tn Assn. Of Housing & Redevelopment Authorities,357000.0,238000.0,53000.0,20500.0,4000.0,37000.0,20500.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,4000.0,4000.0,4000.0,4000.0,,
Argentum,357000.0,357000.0,248000.0,0.0,0.0,0.0,0.0,0.0,18500.0,37000.0,53500.0,0.0,0.0,0.0,57000.0,77000.0,77000.0,37000.0,,
Fresenius Medicare Care,356000.0,171000.0,0.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,57000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Property Casualty Insurers Assn.,356000.0,151000.0,0.0,57000.0,37000.0,37000.0,37000.0,37000.0,73500.0,37000.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"H.W. Lochner, Inc.",353500.0,168500.0,0.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,20500.0,0.0,0.0,0.0,0.0,0.0,,
Relx Inc.,353000.0,353000.0,205000.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,37000.0,37000.0,37000.0,57000.0,37000.0,37000.0,37000.0,,
Tennessee Music Education Association (Tmea),353000.0,353000.0,205000.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,57000.0,37000.0,,
Tennessee Title Pledge Association,353000.0,148000.0,0.0,57000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Armoured One Llc,353000.0,353000.0,353000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,276000.0,,
Tennessee State Pipe Trades Association,352500.0,352500.0,258000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,37000.0,37000.0,73500.0,73500.0,37000.0,37000.0,37000.0,,
Citigroup,352000.0,332000.0,312000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,77000.0,77000.0,77000.0,77000.0,,
Arconic,351500.0,351500.0,185000.0,0.0,0.0,0.0,0.0,0.0,18500.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,,
"Itt Educational Services, Inc.",351500.0,38500.0,0.0,151000.0,40500.0,40500.0,4000.0,77000.0,38500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Life Science Logistics, Llc",350500.0,350500.0,348500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,78000.0,112500.0,77000.0,77000.0,,
Flexible Finance Association,350500.0,348500.0,0.0,0.0,0.0,0.0,0.0,2000.0,77000.0,77000.0,77000.0,77000.0,40500.0,0.0,0.0,0.0,0.0,0.0,,
Tn Chapter  Of  The American Society  Of  Landscape Architects,348500.0,328500.0,308500.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,20500.0,4000.0,4000.0,4000.0,276000.0,,
Wyndham Worldwide Corporation,348500.0,0.0,0.0,77000.0,77000.0,77000.0,77000.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tn Academy Of General Dentistry,347000.0,228000.0,142000.0,37000.0,20500.0,20500.0,20500.0,20500.0,20500.0,20500.0,20500.0,4000.0,20500.0,40500.0,40500.0,40500.0,20500.0,0.0,,
Trane Technologies Company Llc,346500.0,346500.0,346500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,150000.0,77000.0,77000.0,40500.0,,
Imagine Learning Llc,345500.0,345500.0,345500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,77000.0,77000.0,114500.0,,
Uptown Property Holdings Llc,345500.0,345500.0,155500.0,0.0,0.0,0.0,0.0,0.0,2000.0,57000.0,57000.0,37000.0,37000.0,37000.0,20500.0,20500.0,37000.0,40500.0,,
Alexian Brothers,345000.0,160000.0,8000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,20500.0,20500.0,37000.0,4000.0,4000.0,0.0,0.0,0.0,,
Concordance,344500.0,344500.0,344500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,114500.0,77000.0,77000.0,0.0,,
"Htc Global Services, Inc",344500.0,344500.0,344500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,77000.0,77000.0,152000.0,,
"Nicusa, Tn Division",344000.0,75500.0,0.0,20500.0,37000.0,57000.0,77000.0,77000.0,57000.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Commerce Bank,342500.0,342500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,226000.0,40500.0,0.0,0.0,0.0,0.0,0.0,,
"Charles Blalock And Sons, Inc.",342500.0,342500.0,342500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,152000.0,152000.0,,
Ghertner & Company,342000.0,342000.0,285000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,37000.0,77000.0,77000.0,57000.0,37000.0,,
Greater Nashville Hospitality Association,342000.0,342000.0,342000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,77000.0,131000.0,57000.0,,
"615Gp, Llc",341500.0,341500.0,341500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,37000.0,57000.0,114500.0,114500.0,,
Alliance Of Automobile Manufacturers,340000.0,148000.0,0.0,37000.0,37000.0,57000.0,20500.0,40500.0,37000.0,37000.0,37000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Memphis City Center Revenue Finance Corporation,339000.0,339000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152000.0,110000.0,77000.0,0.0,0.0,0.0,0.0,0.0,,
"Amedisys, Inc.",338500.0,338500.0,37000.0,0.0,0.0,0.0,0.0,0.0,113500.0,77000.0,37000.0,37000.0,37000.0,37000.0,0.0,0.0,0.0,0.0,,
Mid-South Carpenters Regional Council,337500.0,112500.0,0.0,57000.0,57000.0,37000.0,37000.0,37000.0,57000.0,37000.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
American Insurance Association,337500.0,114500.0,0.0,37000.0,37000.0,57000.0,73500.0,18500.0,57000.0,37000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tn Chapter Of Children'S Advocacy Centers,337000.0,337000.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,37000.0,37000.0,244500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Blake Enterprises, Llc",336500.0,38500.0,0.0,77000.0,37000.0,37000.0,70000.0,77000.0,38500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Teach For America,336500.0,336500.0,205000.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,57000.0,37000.0,,
Southern Environmental Law Center,333000.0,325000.0,162500.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,20500.0,77000.0,57000.0,4000.0,4000.0,20500.0,4000.0,77000.0,57000.0,,
Navient,333000.0,259000.0,74000.0,0.0,0.0,0.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,0.0,0.0,0.0,,
FedEx,331000.0,228500.0,159000.0,4000.0,37000.0,4000.0,20500.0,37000.0,4000.0,20500.0,4000.0,20500.0,20500.0,77000.0,37000.0,4000.0,37000.0,4000.0,,
Tennessee Association of Criminal Defense Lawyers,331000.0,159000.0,20000.0,37000.0,20500.0,20500.0,37000.0,57000.0,20500.0,20500.0,57000.0,20500.0,20500.0,4000.0,4000.0,4000.0,4000.0,4000.0,,
"Potter South East, Llc",329000.0,308500.0,20500.0,0.0,0.0,20500.0,0.0,0.0,0.0,57000.0,77000.0,77000.0,77000.0,20500.0,0.0,0.0,0.0,0.0,,
"Tn Chapter, Sierra Club",327500.0,142500.0,20000.0,37000.0,37000.0,37000.0,37000.0,37000.0,57000.0,37000.0,4000.0,20500.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,,
Psi Probation,327500.0,97500.0,0.0,2000.0,57000.0,57000.0,57000.0,57000.0,57000.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Cavnue Llc,327000.0,327000.0,327000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,252000.0,,
"Youscience, Llc",327000.0,327000.0,40500.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,77000.0,77000.0,37000.0,40500.0,0.0,0.0,0.0,0.0,,
John L. Nau Iii,326500.0,326500.0,308000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,77000.0,77000.0,77000.0,0.0,,
Carvana,326500.0,326500.0,326500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,77000.0,77000.0,77000.0,,
Autism Speaks,326000.0,191500.0,0.0,0.0,0.0,37000.0,40500.0,57000.0,57000.0,77000.0,37000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Tn Railroads, Inc.",325500.0,0.0,0.0,114500.0,77000.0,77000.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ellucian,325500.0,325500.0,325500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,114500.0,77000.0,38500.0,,
Tennessee State Electrical Workers Association,325500.0,325500.0,20500.0,0.0,0.0,0.0,0.0,0.0,37000.0,57000.0,77000.0,77000.0,57000.0,20500.0,0.0,0.0,0.0,0.0,,
Tech901,325000.0,325000.0,325000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,57000.0,77000.0,77000.0,77000.0,,
Health Management Systems,323500.0,0.0,0.0,38500.0,114500.0,152000.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Nashville Soccer Holdings, Llc",323500.0,323500.0,135500.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,37000.0,37000.0,37000.0,4000.0,20500.0,37000.0,37000.0,37000.0,,
Teachers Insurance And Annuity Association (Tiaa),323500.0,323500.0,225000.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,4000.0,2000.0,18500.0,77000.0,37000.0,37000.0,37000.0,37000.0,,
"Unite Usa Inc (""Unite Us"")",323500.0,323500.0,323500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93500.0,38500.0,114500.0,77000.0,,
Broadway Entertainment Association,323000.0,323000.0,323000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,57000.0,114500.0,114500.0,,
American College Of Obstetricians And Gynecologists,321000.0,321000.0,188500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,37000.0,57000.0,37000.0,57000.0,37000.0,37000.0,20500.0,,
Tn Society For Respiratory Care,320000.0,135000.0,0.0,20500.0,53500.0,37000.0,37000.0,37000.0,57000.0,20500.0,37000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Aetna,319500.0,131000.0,0.0,20500.0,37000.0,37000.0,57000.0,37000.0,57000.0,37000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
American Property Casualty Insurance Association,319000.0,319000.0,225000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,57000.0,37000.0,57000.0,37000.0,37000.0,57000.0,,
"Dexcom, Inc.",318500.0,318500.0,308500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,20500.0,77000.0,77000.0,57000.0,77000.0,,
"Old Dominick Distillery, Llc",318000.0,314000.0,20000.0,0.0,0.0,0.0,0.0,4000.0,4000.0,278000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,,
"American Engineers, Inc.",316500.0,269500.0,154000.0,37000.0,4000.0,2000.0,4000.0,0.0,0.0,0.0,0.0,38500.0,77000.0,77000.0,77000.0,0.0,0.0,0.0,,
Tennessee Association of Chiefs of Police,315500.0,295500.0,275500.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,40500.0,77000.0,77000.0,77000.0,,
Metropolitan Life Insurance Company,315000.0,311000.0,156000.0,0.0,0.0,0.0,0.0,4000.0,37000.0,37000.0,0.0,40500.0,40500.0,2000.0,77000.0,77000.0,0.0,0.0,,
"Payit, Llc",311000.0,311000.0,130500.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,78000.0,78000.0,4000.0,114500.0,4000.0,4000.0,4000.0,4000.0,,
Dupont,308000.0,0.0,0.0,77000.0,77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tc Energy,308000.0,308000.0,308000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,77000.0,77000.0,77000.0,,
Securities Industry And Financial Markets Association,308000.0,308000.0,129500.0,0.0,0.0,0.0,0.0,0.0,57000.0,40500.0,40500.0,0.0,40500.0,40500.0,40500.0,40500.0,4000.0,4000.0,,
Walgreen Co.,308000.0,231000.0,0.0,0.0,0.0,0.0,0.0,77000.0,77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Facebook Inc.,307000.0,307000.0,38500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,77000.0,114500.0,38500.0,0.0,0.0,0.0,0.0,,
Medimmune,306000.0,0.0,0.0,77000.0,188500.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Origis Development Llc,306000.0,306000.0,306000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128000.0,178000.0,0.0,0.0,,
Children'S Advocacy Centers Of Tennessee,305500.0,305500.0,285000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,20500.0,57000.0,53500.0,77000.0,77000.0,,
Advantage Capital,305000.0,305000.0,305000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,57000.0,57000.0,77000.0,37000.0,,
"Easy Auto Credit, Inc.",305000.0,305000.0,305000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,77000.0,77000.0,37000.0,37000.0,,
"Giarratana, Llc",305000.0,305000.0,305000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,152000.0,114500.0,,
"Blackrock Funds Services Group, Llc",304000.0,304000.0,304000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152000.0,152000.0,,
Life Care Centers Of America,304000.0,304000.0,152000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152000.0,152000.0,0.0,0.0,0.0,0.0,,
Build Tn Housing,304000.0,304000.0,304000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152000.0,152000.0,,
"Robinhood Markets, Inc.",304000.0,304000.0,304000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152000.0,152000.0,,
The Pew Charitable Trusts,303000.0,110500.0,14000.0,152000.0,40500.0,0.0,0.0,0.0,0.0,18500.0,78000.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,2000.0,,
"Energy Systems Group, Llc",302500.0,302500.0,302500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114500.0,57000.0,37000.0,57000.0,37000.0,,
"Kronos, Inc",302000.0,166500.0,0.0,4000.0,37000.0,20500.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,18500.0,0.0,0.0,0.0,0.0,0.0,,
Tennessee Network Of Security Integrators Formerly Tennessee Electronic Security Assoc.,302000.0,302000.0,225000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,77000.0,37000.0,37000.0,37000.0,37000.0,,
Tennessee Council Of Juvenile & Family Court Judges,301000.0,301000.0,225000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,77000.0,,
American Beverage Association,301000.0,301000.0,301000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301000.0,,
The Kroger Company,299500.0,0.0,0.0,0.0,0.0,242500.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Red White & Food,299000.0,262000.0,0.0,0.0,0.0,0.0,0.0,37000.0,131000.0,131000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Apple Inc.,299000.0,293000.0,285000.0,0.0,0.0,0.0,4000.0,2000.0,0.0,0.0,0.0,4000.0,4000.0,37000.0,37000.0,77000.0,57000.0,77000.0,,
"Cumberland Cliffs, Llc",298500.0,298500.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,201000.0,20500.0,0.0,0.0,0.0,0.0,,
"Uscc Services, Llc",297500.0,297500.0,166500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,57000.0,37000.0,37000.0,37000.0,37000.0,18500.0,,
"Swisher International, Inc.",297500.0,92500.0,0.0,57000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Perimeter Properties Llc,297500.0,219500.0,179000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,4000.0,40500.0,20500.0,37000.0,77000.0,,
Tennessee Medical Cannabis Trade Association,296500.0,296500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202000.0,94500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Crawford, Murphy & Tilly, Inc.",296000.0,296000.0,185000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,,
Tn Farmers Cooperative,296000.0,259500.0,225000.0,4000.0,4000.0,4000.0,20500.0,4000.0,4000.0,2000.0,4000.0,4000.0,20500.0,37000.0,37000.0,37000.0,37000.0,77000.0,,
"Avion Solutions, Inc.",296000.0,111000.0,0.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Tennessee Recovery Coalition, Inc.",295500.0,295500.0,267000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,20500.0,0.0,0.0,78000.0,37000.0,152000.0,0.0,,
Tn Interior Design Coalition,295500.0,110500.0,8000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,20500.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,,
Microvote General Corporation,295000.0,295000.0,232000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,40500.0,4000.0,77000.0,77000.0,37000.0,20500.0,20500.0,,
Charter Communications,295000.0,258500.0,152500.0,4000.0,4000.0,4000.0,4000.0,20500.0,4000.0,20500.0,4000.0,40500.0,37000.0,37000.0,77000.0,38500.0,0.0,0.0,,
Tennessee Business Roundtable,295000.0,201000.0,69500.0,78000.0,4000.0,4000.0,4000.0,4000.0,0.0,37000.0,37000.0,20500.0,37000.0,37000.0,20500.0,4000.0,4000.0,4000.0,,
"Aviagen, Inc.",294000.0,294000.0,212000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,78000.0,20500.0,37000.0,57000.0,57000.0,40500.0,,
Lipscomb University,293000.0,237500.0,89500.0,0.0,37000.0,18500.0,0.0,0.0,0.0,37000.0,37000.0,37000.0,37000.0,37000.0,40500.0,4000.0,4000.0,4000.0,,
"Lexmark International, Inc.",291000.0,270500.0,101500.0,0.0,0.0,18500.0,2000.0,0.0,0.0,0.0,38500.0,77000.0,53500.0,40500.0,57000.0,0.0,4000.0,0.0,,
Nashville Transportainment Association,290000.0,290000.0,288000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,38500.0,57000.0,114500.0,78000.0,0.0,,
The College Board,290000.0,196000.0,2000.0,4000.0,4000.0,4000.0,4000.0,78000.0,4000.0,4000.0,4000.0,178000.0,4000.0,2000.0,0.0,0.0,0.0,0.0,,
Acorn Health Of Tennessee Llc,288500.0,288500.0,288500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,18500.0,40500.0,40500.0,152000.0,,
"Molina Healthcare, Inc.",288500.0,288500.0,171000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,77000.0,57000.0,0.0,0.0,37000.0,77000.0,,
Tennessee Academy Of Ophthalmology (Tnao),288000.0,288000.0,192500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,77000.0,77000.0,38500.0,0.0,0.0,,
Kyndryl Inc.,286500.0,286500.0,286500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,77000.0,57000.0,57000.0,,
"Mecum Auction, Inc.",285500.0,285500.0,248500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,0.0,0.0,20500.0,37000.0,77000.0,77000.0,37000.0,,
"Wolf River Harbor Holdings, Llc",285500.0,285500.0,228500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,40500.0,57000.0,57000.0,37000.0,37000.0,,
State Armor Action,285000.0,285000.0,285000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,114500.0,152000.0,,
